Vuosi,Kk,Pv,Klo,Aikavyöhyke,Sademäärä (mm),Lumensyvyys (cm),Ilman lämpötila (degC),Ylin lämpötila (degC),Alin lämpötila (degC)
2001,2,10,00:00,UTC,-1,38,-16.1,-10.9,-27.1
2001,2,11,00:00,UTC,0.3,34,-8.1,-5.1,-13.1
2001,2,12,00:00,UTC,1,34,-7.5,-6.3,-10.1
2001,2,13,00:00,UTC,6,35,-6.3,-5.7,-7.3
2001,2,14,00:00,UTC,0.8,39,-1.9,2.4,-7.2
2001,2,15,00:00,UTC,-1,38,-3.4,0.8,-8.3
2001,2,16,00:00,UTC,0,38,-7.9,-3.4,-11.6
2001,2,17,00:00,UTC,4.5,36,-1.6,-0.9,-6
2001,2,18,00:00,UTC,4.4,48,-2.5,-0.6,-6.2
2001,2,19,00:00,UTC,3.7,52,-3.2,-0.6,-4.3
2001,2,20,00:00,UTC,3.5,55,-12.5,-3.4,-16.3
2001,2,21,00:00,UTC,-1,54,-19.6,-16.1,-26.5
2001,2,22,00:00,UTC,-1,52,-33.4,-26.1,-37.6
2001,2,23,00:00,UTC,-1,52,-33.9,-27.8,-37
2001,2,24,00:00,UTC,0.4,51,-27.2,-17.8,-36.1
2001,2,25,00:00,UTC,2.5,51,-19.4,-13.7,-24
2001,2,26,00:00,UTC,0.6,51,-12.4,-11.1,-18.7
2001,2,27,00:00,UTC,0,51,-18.8,-15.6,-22
2001,2,28,00:00,UTC,-1,51,-29.8,-19.4,-33.2
2001,3,1,00:00,UTC,-1,51,-31.1,-26.3,-35.5
2001,3,2,00:00,UTC,2,51,-28,-22,-32.6
2001,3,3,00:00,UTC,4,51,-12.8,-10.6,-22.7
2001,3,4,00:00,UTC,1.2,53,-15.7,-12.1,-18.6
2001,3,5,00:00,UTC,0.6,53,-20.1,-7.4,-32.1
2001,3,6,00:00,UTC,0.2,52,-16.8,-8.3,-28.1
2001,3,7,00:00,UTC,0,52,-16.4,-6.3,-21.8
2001,3,8,00:00,UTC,0.3,52,-18,-6.1,-24.3
2001,3,9,00:00,UTC,0,52,-11,-6.5,-23.1
2001,3,10,00:00,UTC,0.1,52,-6.5,-4.3,-9.6
2001,3,11,00:00,UTC,1,52,-7.4,-5.1,-8.9
2001,3,12,00:00,UTC,0,52,-4.8,-1.4,-9
2001,3,13,00:00,UTC,-1,51,-14.7,-3.1,-21.1
2001,3,14,00:00,UTC,-1,51,-14.7,-8.2,-22.1
2001,3,15,00:00,UTC,-1,51,-13.3,-6.6,-20.1
2001,3,16,00:00,UTC,-1,51,-18.7,-10.3,-25.8
2001,3,17,00:00,UTC,-1,51,-22.1,-13,-27
2001,3,18,00:00,UTC,0.2,51,-21.4,-10.2,-30.8
2001,3,19,00:00,UTC,-1,51,-16.4,-7.2,-21.2
2001,3,20,00:00,UTC,0.4,51,-13.2,-9.5,-21.8
2001,3,21,00:00,UTC,1,51,-12.7,-7.8,-19.8
2001,3,22,00:00,UTC,-1,52,-14.3,-7.2,-23.2
2001,3,23,00:00,UTC,0.4,52,-10.5,-5.3,-16.5
2001,3,24,00:00,UTC,-1,51,-11.8,-6.7,-16
2001,3,25,00:00,UTC,0.4,50,-12.5,-6.4,-19.6
2001,3,26,00:00,UTC,0,50,-14.7,-8.2,-23.4
2001,3,27,00:00,UTC,-1,50,-21.2,-9.2,-29.2
2001,3,28,00:00,UTC,-1,50,-19.3,-6.4,-29.2
2001,3,29,00:00,UTC,-1,50,-8.6,-2.6,-24.1
2001,3,30,00:00,UTC,1,50,-4.1,-1.4,-7.6
2001,3,31,00:00,UTC,-1,50,-6.1,-1.6,-9.5
2001,4,1,00:00,UTC,3.3,50,-7.8,-1.3,-20.6
2001,4,2,00:00,UTC,1.1,55,-1.1,1,-2.1
2001,4,3,00:00,UTC,0.1,56,-8.5,-0.9,-14.5
2001,4,4,00:00,UTC,2,55,-10.3,-8.4,-17.1
2001,4,5,00:00,UTC,1.1,54,-6.3,-1.6,-11.2
2001,4,6,00:00,UTC,3,53,0.9,2.8,-3.7
2001,4,7,00:00,UTC,-1,50,-1.9,1.3,-6.5
2001,4,8,00:00,UTC,2.3,50,-7.6,0.1,-18.1
2001,4,9,00:00,UTC,19.9,53,-0.8,1.9,-2.8
2001,4,10,00:00,UTC,1.5,65,-1.7,1.7,-5.3
2001,4,11,00:00,UTC,-1,61,-4.1,-1,-8.8
2001,4,12,00:00,UTC,-1,60,-10.6,-2.5,-22.7
2001,4,13,00:00,UTC,-1,60,-12.4,-6.2,-24.3
2001,4,14,00:00,UTC,-1,63,-9.3,-1.8,-23.6
2001,4,15,00:00,UTC,9,60,-7.5,-3.6,-15.1
2001,4,16,00:00,UTC,2.3,66,-2.1,0.4,-4.3
2001,4,17,00:00,UTC,0,66,-3.7,1.4,-7.5
2001,4,18,00:00,UTC,3,62,-10.8,-2,-22.2
2001,4,19,00:00,UTC,1.9,66,-1.9,1.9,-9.2
2001,4,20,00:00,UTC,0.3,62,-3.2,2.3,-12.2
2001,4,21,00:00,UTC,0,62,-0.5,3.2,-2.6
2001,4,22,00:00,UTC,-1,61,0.9,7.6,-8.7
2001,4,23,00:00,UTC,-1,56,3.4,9.3,-3.5
2001,4,24,00:00,UTC,0.7,52,0.9,7.2,-6.1
2001,4,25,00:00,UTC,1.9,47,3.5,8.8,2.3
2001,4,26,00:00,UTC,12.8,35,2.6,4.4,1.7
2001,4,27,00:00,UTC,1.7,28,3,6.6,0.7
2001,4,28,00:00,UTC,0,24,5,7.7,1.4
2001,4,29,00:00,UTC,-1,13,3.6,6.8,1.9
2001,4,30,00:00,UTC,0.5,0,2.7,10.3,-2.6
2001,5,1,00:00,UTC,0,0,3.6,7.2,1.3
2001,5,2,00:00,UTC,-1,0,1.8,7.9,-4.2
2001,5,3,00:00,UTC,0,0,6.6,11,1.9
2001,5,4,00:00,UTC,-1,0,5,9.7,1.8
2001,5,5,00:00,UTC,-1,0,1.1,5.7,-4.1
2001,5,6,00:00,UTC,0,0,0.8,3.2,-2.6
2001,5,7,00:00,UTC,0,0,3.9,9.9,-2.6
2001,5,8,00:00,UTC,0,0,8.3,17.4,-0.5
2001,5,9,00:00,UTC,0.3,0,5.5,15.2,2.8
2001,5,10,00:00,UTC,0.7,0,1.9,4.9,0.2
2001,5,11,00:00,UTC,0,0,0.1,2.6,-1.3
2001,5,12,00:00,UTC,5.3,0,2.7,8.9,-2
2001,5,13,00:00,UTC,4.5,0,4.4,5.8,3.3
2001,5,14,00:00,UTC,-1,0,2.9,6.6,1.3
2001,5,15,00:00,UTC,-1,0,2.1,5.3,0.4
2001,5,16,00:00,UTC,-1,0,2.5,6.4,-1.7
2001,5,17,00:00,UTC,2.2,-1,7.2,14.2,-0.6
2001,5,18,00:00,UTC,6.7,-1,1.8,8.3,0.6
2001,5,19,00:00,UTC,1.2,-1,2.8,6.8,0.6
2001,5,20,00:00,UTC,0,-1,3.1,6.4,1.9
2001,5,21,00:00,UTC,0,-1,-0.4,3.4,-3.2
2001,5,22,00:00,UTC,0.7,-1,0.7,3.7,-1.6
2001,5,23,00:00,UTC,0.7,0,0.3,4,-1.6
2001,5,24,00:00,UTC,0.4,-1,1.2,3.9,-0.5
2001,5,25,00:00,UTC,0,-1,1.3,5.1,-0.8
2001,5,26,00:00,UTC,0.6,-1,1.4,3.9,-0.5
2001,5,27,00:00,UTC,0,0,1,3.2,-0.3
2001,5,28,00:00,UTC,0,-1,0.4,1.8,-0.2
2001,5,29,00:00,UTC,-1,-1,0.2,1.9,-1.1
2001,5,30,00:00,UTC,-1,-1,3.8,11.1,-6.2
2001,5,31,00:00,UTC,-1,-1,6.3,9.7,3
2001,6,1,00:00,UTC,-1,-1,10.1,17.3,-1.2
2001,6,2,00:00,UTC,-1,-1,12,17.9,4.8
2001,6,3,00:00,UTC,0.6,-1,12.3,15.7,9
2001,6,4,00:00,UTC,3.1,-1,6.4,11.3,4.9
2001,6,5,00:00,UTC,0.4,-1,6.6,9.4,3.4
2001,6,6,00:00,UTC,0,-1,11.9,17.4,3.3
2001,6,7,00:00,UTC,0,-1,14.2,18.3,12.8
2001,6,8,00:00,UTC,18.4,-1,13.3,20,6.9
2001,6,9,00:00,UTC,2.2,-1,12.2,15.5,9.4
2001,6,10,00:00,UTC,1.4,-1,16.3,24.9,10.9
2001,6,11,00:00,UTC,0.1,-1,13.4,15.7,7.8
2001,6,12,00:00,UTC,2.3,-1,10.9,15.4,7.4
2001,6,13,00:00,UTC,0,-1,16.2,23.9,10.3
2001,6,14,00:00,UTC,-1,-1,14,22.6,12.5
2001,6,15,00:00,UTC,0,-1,13.1,19.4,7.9
2001,6,16,00:00,UTC,-1,-1,11,16.7,8.4
2001,6,17,00:00,UTC,-1,-1,11,14.9,6.9
2001,6,18,00:00,UTC,0,-1,10.2,13.2,8.7
2001,6,19,00:00,UTC,-1,-1,13.1,17.4,9.4
2001,6,20,00:00,UTC,-1,-1,15,20.4,6.4
2001,6,21,00:00,UTC,-1,-1,15.7,21.3,7.2
2001,6,22,00:00,UTC,-1,-1,15.1,20.2,6.5
2001,6,23,00:00,UTC,-1,-1,16.3,21.7,6.2
2001,6,24,00:00,UTC,-1,-1,15.5,21.9,12.4
2001,6,25,00:00,UTC,-1,-1,11.6,16.9,7.4
2001,6,26,00:00,UTC,-1,-1,11.8,19.4,2.8
2001,6,27,00:00,UTC,10.9,-1,11,16,6.9
2001,6,28,00:00,UTC,1.1,-1,13.1,18.4,9.2
2001,6,29,00:00,UTC,2.5,-1,14.2,20.6,10.2
2001,6,30,00:00,UTC,0.9,-1,11.3,15.4,9.2
2001,7,1,00:00,UTC,0.5,-1,12.6,16.7,9
2001,7,2,00:00,UTC,11.4,-1,15.1,20.7,13.2
2001,7,3,00:00,UTC,-1,-1,13.2,16.7,10.3
2001,7,4,00:00,UTC,0,-1,14.5,17.8,12.5
2001,7,5,00:00,UTC,16.2,-1,12.5,16.9,6.6
2001,7,6,00:00,UTC,0,-1,11.7,14.4,9.4
2001,7,7,00:00,UTC,1.7,-1,14,20.2,4
2001,7,8,00:00,UTC,-1,-1,15.4,18.9,12
2001,7,9,00:00,UTC,-1,-1,17.2,22.9,8.8
2001,7,10,00:00,UTC,1.4,-1,22.6,26.8,17.3
2001,7,11,00:00,UTC,1.9,-1,18.1,22.9,13.7
2001,7,12,00:00,UTC,0.3,-1,17.6,23.9,14.4
2001,7,13,00:00,UTC,-1,-1,17,21.4,12.6
2001,7,14,00:00,UTC,2.2,-1,14.8,19.3,8.4
2001,7,15,00:00,UTC,1.4,-1,14.4,18.4,9.7
2001,7,16,00:00,UTC,0.7,-1,13.5,20.9,6.9
2001,7,17,00:00,UTC,12.8,-1,12.6,18,10.9
2001,7,18,00:00,UTC,29.6,-1,10.6,14.9,9.9
2001,7,19,00:00,UTC,3.4,-1,15.1,19.8,10.6
2001,7,20,00:00,UTC,0,-1,17.5,21.4,16.3
2001,7,21,00:00,UTC,0.3,-1,12.4,17.9,11.5
2001,7,22,00:00,UTC,0,-1,9,11.7,6.9
2001,7,23,00:00,UTC,-1,-1,10.3,13.2,7.3
2001,7,24,00:00,UTC,-1,-1,13.4,17.9,6.3
2001,7,25,00:00,UTC,9.7,-1,14.5,21.9,5.5
2001,7,26,00:00,UTC,13.6,-1,14,18.7,11.4
2001,7,27,00:00,UTC,6.6,-1,13.1,16.7,11.2
2001,7,28,00:00,UTC,0.3,-1,10.2,14.7,8
2001,7,29,00:00,UTC,11.6,-1,9.2,12.6,3.4
2001,7,30,00:00,UTC,19.3,-1,14.2,17.1,11.7
2001,7,31,00:00,UTC,0.5,-1,11.7,15.1,7.2
2001,8,1,00:00,UTC,2.7,-1,8.4,12.3,6.9
2001,8,2,00:00,UTC,1.3,-1,7.1,10.7,3.9
2001,8,3,00:00,UTC,-1,-1,8.9,12.2,6.4
2001,8,4,00:00,UTC,-1,-1,11.3,18.6,2.4
2001,8,5,00:00,UTC,5.7,-1,12.6,15,11
2001,8,6,00:00,UTC,1.3,-1,12.1,15.4,10.4
2001,8,7,00:00,UTC,-1,-1,13.7,19.2,10.5
2001,8,8,00:00,UTC,0.5,-1,13.5,18.4,8.6
2001,8,9,00:00,UTC,-1,-1,14.2,19.4,9.3
2001,8,10,00:00,UTC,0.8,-1,16,20.7,11.4
2001,8,11,00:00,UTC,8.8,-1,13.6,16.6,8.9
2001,8,12,00:00,UTC,0.6,-1,12,15.5,11.6
2001,8,13,00:00,UTC,2.2,-1,12,16.4,10.9
2001,8,14,00:00,UTC,-1,-1,12.6,14.4,11.4
2001,8,15,00:00,UTC,-1,-1,11.9,14.9,3.4
2001,8,16,00:00,UTC,1,-1,13.3,18.9,8.7
2001,8,17,00:00,UTC,3.1,-1,15.4,18,10.8
2001,8,18,00:00,UTC,5.3,-1,12.2,17.4,10.8
2001,8,19,00:00,UTC,0,-1,9.8,13.8,7.8
2001,8,20,00:00,UTC,-1,-1,8.1,11,6.2
2001,8,21,00:00,UTC,-1,-1,6.5,15,-2.2
2001,8,22,00:00,UTC,0,-1,9.1,16.9,-0.4
2001,8,23,00:00,UTC,-1,-1,10.6,15.6,1.4
2001,8,24,00:00,UTC,-1,-1,10.6,14.1,9.1
2001,8,25,00:00,UTC,-1,-1,6.9,11.3,-0.6
2001,8,26,00:00,UTC,-1,-1,9,14.9,1.5
2001,8,27,00:00,UTC,-1,-1,7.5,11.8,2.7
2001,8,28,00:00,UTC,-1,-1,10.5,15.4,2.7
2001,8,29,00:00,UTC,-1,-1,11.3,17.8,7.9
2001,8,30,00:00,UTC,-1,-1,8.9,15.9,-0.6
2001,8,31,00:00,UTC,1.7,-1,9.1,12.2,6.4
2001,9,1,00:00,UTC,0.1,-1,9.8,14.2,6.8
2001,9,2,00:00,UTC,2.9,-1,9.7,12.2,7.4
2001,9,3,00:00,UTC,0.4,-1,9.4,12.9,7.7
2001,9,4,00:00,UTC,5.3,-1,6.8,10.6,0.9
2001,9,5,00:00,UTC,7.4,-1,8.7,10.3,7
2001,9,6,00:00,UTC,1.7,-1,9.4,10.9,8.1
2001,9,7,00:00,UTC,0.3,-1,10.3,13.5,7.7
2001,9,8,00:00,UTC,-1,-1,11.5,16,4.2
2001,9,9,00:00,UTC,2,-1,13,16.2,9.8
2001,9,10,00:00,UTC,0.1,-1,12.4,13.9,11.1
2001,9,11,00:00,UTC,0,-1,12.5,14.9,9.2
2001,9,12,00:00,UTC,-1,-1,12,16.4,8.1
2001,9,13,00:00,UTC,0,-1,10.4,16.9,1.8
2001,9,14,00:00,UTC,17,-1,11.6,13,10.5
2001,9,15,00:00,UTC,5.3,-1,11.3,13.4,9.7
2001,9,16,00:00,UTC,5,-1,11.1,12.4,10.1
2001,9,17,00:00,UTC,-1,-1,9.6,11.9,5.7
2001,9,18,00:00,UTC,-1,-1,7.9,14.4,1.3
2001,9,19,00:00,UTC,0.3,-1,10.3,16.6,6.5
2001,9,20,00:00,UTC,-1,-1,10.1,15,3.4
2001,9,21,00:00,UTC,0.5,-1,12.7,15.4,11.4
2001,9,22,00:00,UTC,0,-1,6.6,12.1,2.3
2001,9,23,00:00,UTC,-1,-1,3,5,0.4
2001,9,24,00:00,UTC,-1,-1,-2,5.4,-6.6
2001,9,25,00:00,UTC,0.4,-1,3.2,6.1,-3.3
2001,9,26,00:00,UTC,-1,-1,0.7,5,-4.7
2001,9,27,00:00,UTC,0.7,-1,-0.1,3.4,-3.6
2001,9,28,00:00,UTC,0.2,0,0.5,2.9,-4
2001,9,29,00:00,UTC,0,-1,2.8,3.9,2.1
2001,9,30,00:00,UTC,-1,-1,1.9,3.8,0.5
2001,10,1,00:00,UTC,6.5,-1,-0.9,4.5,-7.7
2001,10,2,00:00,UTC,2.8,0,1.6,2.5,0.4
2001,10,3,00:00,UTC,0.3,-1,2,2.9,0.8
2001,10,4,00:00,UTC,0,-1,1.8,3,0.9
2001,10,5,00:00,UTC,1.3,-1,0.5,1.4,-0.5
2001,10,6,00:00,UTC,0,1,-1.1,1.1,-5.3
2001,10,7,00:00,UTC,3.3,-1,-2.7,2.8,-9.6
2001,10,8,00:00,UTC,10.4,0,1.2,2.1,-0.5
2001,10,9,00:00,UTC,0,-1,0.6,2.2,-0.7
2001,10,10,00:00,UTC,0,0,-0.2,1.1,-1
2001,10,11,00:00,UTC,1.3,-1,0,0.6,-0.6
2001,10,12,00:00,UTC,1.5,-1,1.4,4.1,0.1
2001,10,13,00:00,UTC,2.1,-1,2.6,4.2,0.5
2001,10,14,00:00,UTC,0,-1,3.4,4.5,2.5
2001,10,15,00:00,UTC,-1,-1,3.8,8.7,-0.1
2001,10,16,00:00,UTC,-1,-1,2.7,4.4,-2.5
2001,10,17,00:00,UTC,4.8,-1,-1.9,-0.1,-5.7
2001,10,18,00:00,UTC,1.3,5,0.6,3.3,-2
2001,10,19,00:00,UTC,0.5,0,1.4,4.3,0.1
2001,10,20,00:00,UTC,0.3,0,-0.9,1.6,-2.3
2001,10,21,00:00,UTC,11.3,0,-0.1,3.3,-1.1
2001,10,22,00:00,UTC,0,1,-3.2,-0.2,-7.2
2001,10,23,00:00,UTC,-1,1,-3.1,-2.1,-4.5
2001,10,24,00:00,UTC,-1,1,-6.1,-2.1,-11
2001,10,25,00:00,UTC,-1,1,-6.4,-2.5,-11.3
2001,10,26,00:00,UTC,0.2,1,-1.3,1.8,-5.6
2001,10,27,00:00,UTC,7.7,-1,2.2,2.9,1.5
2001,10,28,00:00,UTC,2,-1,0,2.4,-1.9
2001,10,29,00:00,UTC,0.5,3,-3.2,-1.8,-4.3
2001,10,30,00:00,UTC,0.5,3,-4.5,-3.1,-6.8
2001,10,31,00:00,UTC,0.1,3,-5,-3.1,-7.5
2001,11,1,00:00,UTC,0,3,-6.4,-5.2,-9.4
2001,11,2,00:00,UTC,1,1,-5.7,-2.9,-7.8
2001,11,3,00:00,UTC,0.8,2,-2.8,-0.1,-7.1
2001,11,4,00:00,UTC,0.4,3,-2.5,-2.1,-5
2001,11,5,00:00,UTC,-1,3,-10.8,-2.6,-18
2001,11,6,00:00,UTC,5,3,-16.4,-9.9,-22.1
2001,11,7,00:00,UTC,0.5,10,-6.6,-3.8,-12.4
2001,11,8,00:00,UTC,0.7,9,-14.9,-4.3,-23.1
2001,11,9,00:00,UTC,1,10,-14.3,-5.5,-20.8
2001,11,10,00:00,UTC,4.7,12,-13.6,-9.8,-18
2001,11,11,00:00,UTC,0.8,14,-2.7,-1.1,-9.8
2001,11,12,00:00,UTC,0,14,-6.2,-2.4,-12.2
2001,11,13,00:00,UTC,0.4,16,-18,-11.9,-26
2001,11,14,00:00,UTC,1,17,-19.5,-11.1,-24
2001,11,15,00:00,UTC,5.5,17,-11.7,-8.6,-23.6
2001,11,16,00:00,UTC,1.7,21,-10.7,-7.3,-13.4
2001,11,17,00:00,UTC,2.9,23,-8.9,-5.9,-19.1
2001,11,18,00:00,UTC,0,24,-11,-5.8,-15.3
2001,11,19,00:00,UTC,0.7,23,-14.6,-10.7,-22.1
2001,11,20,00:00,UTC,1.1,24,-9.9,-3.7,-13.3
2001,11,21,00:00,UTC,1.7,25,-1.1,0.1,-3.7
2001,11,22,00:00,UTC,0.4,24,-7.1,-0.7,-11.8
2001,11,23,00:00,UTC,-1,23,-9.4,-8.9,-13.4
2001,11,24,00:00,UTC,1.2,23,-5.8,-4.2,-9.3
2001,11,25,00:00,UTC,0.5,23,-4.1,-3.2,-5.5
2001,11,26,00:00,UTC,0.6,23,-3.6,-2.9,-4.6
2001,11,27,00:00,UTC,0.4,22,-2.1,-1.4,-3.7
2001,11,28,00:00,UTC,0.3,22,-0.7,0.1,-1.4
2001,11,29,00:00,UTC,0.7,22,-2.3,-0.2,-3
2001,11,30,00:00,UTC,0.3,22,-3.5,-2.7,-4.1
2001,12,1,00:00,UTC,0.2,22,-6.1,-4.1,-7.5
2001,12,2,00:00,UTC,0.5,21,-3.9,-2.5,-4.9
2001,12,3,00:00,UTC,4.1,21,-2.2,-1.3,-3.5
2001,12,4,00:00,UTC,0.4,25,-1.2,-0.7,-2.3
2001,12,5,00:00,UTC,-1,25,-8,-1.4,-14.7
2001,12,6,00:00,UTC,0.7,25,-21.2,-14,-23
2001,12,7,00:00,UTC,0.7,26,-12.2,-8.5,-22.9
2001,12,8,00:00,UTC,3.7,26,-6.2,-3.9,-8.5
2001,12,9,00:00,UTC,-1,26,-3.8,-1.6,-8
2001,12,10,00:00,UTC,0.7,26,-9.3,-2.1,-14.1
2001,12,11,00:00,UTC,0,26,-4.9,-2.1,-12.7
2001,12,12,00:00,UTC,0.4,26,-2.3,-0.8,-3.1
2001,12,13,00:00,UTC,-1,25,-4.8,-0.8,-9.6
2001,12,14,00:00,UTC,0,25,-6.2,-3.8,-9.5
2001,12,15,00:00,UTC,-1,25,-1.2,1.8,-7.3
2001,12,16,00:00,UTC,0.5,25,-4.2,2.1,-10.1
2001,12,17,00:00,UTC,0,25,-13.4,-4.2,-18.6
2001,12,18,00:00,UTC,-1,25,-22.6,-15.6,-26.1
2001,12,19,00:00,UTC,-1,25,-22.1,-18.1,-28.6
2001,12,20,00:00,UTC,0.7,24,-32.4,-21,-34
2001,12,21,00:00,UTC,-1,25,-34.2,-27.7,-35.5
2001,12,22,00:00,UTC,0,25,-32.8,-26.4,-35.2
2001,12,23,00:00,UTC,0,25,-22.1,-14.6,-28.1
2001,12,24,00:00,UTC,0.7,25,-24.3,-18,-29.3
2001,12,25,00:00,UTC,0.5,27,-13.7,-10.3,-18
2001,12,26,00:00,UTC,-1,28,-18.6,-15.3,-20.2
2001,12,27,00:00,UTC,-1,28,-19.8,-16.3,-24.5
2001,12,28,00:00,UTC,0.2,28,-25.2,-19.9,-32.2
2001,12,29,00:00,UTC,0.5,28,-16.8,-14.8,-24.1
2001,12,30,00:00,UTC,-1,28,-23.7,-13.8,-31.7
2001,12,31,00:00,UTC,-1,28,-31.4,-28.9,-32.7
2002,1,1,00:00,UTC,0.7,28,-21.9,-18.3,-29.9
2002,1,2,00:00,UTC,5.2,29,-18.1,-13.3,-24.8
2002,1,3,00:00,UTC,0.2,33,-5.3,-0.3,-13.3
2002,1,4,00:00,UTC,1.1,34,-6.8,-3.4,-10.8
2002,1,5,00:00,UTC,0.2,34,-5.3,-0.7,-9.8
2002,1,6,00:00,UTC,1.1,34,-13.5,-7.1,-19.3
2002,1,7,00:00,UTC,5.2,35,-12.8,-9,-17.2
2002,1,8,00:00,UTC,-1,37,-5.7,-2.1,-9
2002,1,9,00:00,UTC,0.2,37,-2.4,-1.8,-5.2
2002,1,10,00:00,UTC,1,37,1,2.9,-3
2002,1,11,00:00,UTC,-1,34,3.7,5.4,1.9
2002,1,12,00:00,UTC,-1,30,-4.5,3.2,-14.1
2002,1,13,00:00,UTC,4.4,30,-5.5,-0.7,-17.1
2002,1,14,00:00,UTC,3,34,-3.5,-0.4,-8.9
2002,1,15,00:00,UTC,3.3,37,-18.4,-8.9,-21.6
2002,1,16,00:00,UTC,-1,39,-8.8,-7.6,-17.5
2002,1,17,00:00,UTC,0.4,39,-11.2,-8.9,-14.5
2002,1,18,00:00,UTC,-1,38,-17.8,-12.7,-22.6
2002,1,19,00:00,UTC,-1,38,-20.3,-10.8,-28.2
2002,1,20,00:00,UTC,-1,38,-30,-25.1,-33
2002,1,21,00:00,UTC,-1,37,-33.1,-31.6,-34.6
2002,1,22,00:00,UTC,0.4,37,-26,-20.8,-32.3
2002,1,23,00:00,UTC,1.1,37,-19.1,-17.2,-21.7
2002,1,24,00:00,UTC,-1,38,-26.6,-17.1,-32.9
2002,1,25,00:00,UTC,0.5,38,-28.9,-18.1,-35.1
2002,1,26,00:00,UTC,3.5,38,-14.6,-10,-19
2002,1,27,00:00,UTC,1.1,40,-9.5,-8.4,-10.2
2002,1,28,00:00,UTC,0.1,44,-17.1,-9.6,-24.6
2002,1,29,00:00,UTC,-1,44,-22.6,-17.2,-28.7
2002,1,30,00:00,UTC,-1,44,-17.7,-13.1,-21.6
2002,1,31,00:00,UTC,-1,44,-20.5,-15.2,-26.1
2002,2,1,00:00,UTC,0.7,43,-23.5,-20.3,-26.5
2002,2,2,00:00,UTC,2.2,44,-18.8,-14.9,-23.7
2002,2,3,00:00,UTC,0.8,45,-12.4,-9.1,-14.9
2002,2,4,00:00,UTC,7.3,46,-3.5,0.2,-12
2002,2,5,00:00,UTC,0.1,50,-1.9,0.3,-3.1
2002,2,6,00:00,UTC,0,50,-5.1,-1.9,-10.2
2002,2,7,00:00,UTC,4.8,49,-11.2,-9.7,-16.1
2002,2,8,00:00,UTC,4.6,55,-11.6,-11.1,-12.1
2002,2,9,00:00,UTC,2.5,60,-9.9,-7.2,-12.1
2002,2,10,00:00,UTC,1.3,60,-4.5,-3.1,-7.6
2002,2,11,00:00,UTC,2.7,58,-6.3,-3.7,-7.2
2002,2,12,00:00,UTC,1.1,59,-10.1,-7.1,-12.1
2002,2,13,00:00,UTC,-1,59,-11.3,-6.1,-16.5
2002,2,14,00:00,UTC,1.7,58,-14.5,-11.9,-20.7
2002,2,15,00:00,UTC,3.2,57,-4.6,-1.4,-12.1
2002,2,16,00:00,UTC,4.4,59,-4.8,1.6,-12.3
2002,2,17,00:00,UTC,0,62,-12,0.3,-19
2002,2,18,00:00,UTC,1.2,61,-11.7,-5,-23.1
2002,2,19,00:00,UTC,1.4,61,-7.9,-4.6,-12.3
2002,2,20,00:00,UTC,-1,65,-24.9,-12.3,-32
2002,2,21,00:00,UTC,-1,64,-25.5,-15.1,-32.5
2002,2,22,00:00,UTC,7.3,63,-13.7,-5.8,-28
2002,2,23,00:00,UTC,4.7,60,-6.7,-4.3,-8.1
2002,2,24,00:00,UTC,3.7,59,-6.8,-5.1,-9.6
2002,2,25,00:00,UTC,0,61,-7.5,-4.6,-13.7
2002,2,26,00:00,UTC,1.2,61,-13.6,-6.8,-24.5
2002,2,27,00:00,UTC,1.5,62,-5,-4.1,-6.8
2002,2,28,00:00,UTC,2.5,64,-6.6,-5.4,-7.3
2002,3,1,00:00,UTC,0,65,-9.9,-4.8,-15
2002,3,2,00:00,UTC,0.4,64,-19.5,-12.6,-26.5
2002,3,3,00:00,UTC,0,64,-21.4,-13,-29.6
2002,3,4,00:00,UTC,0,64,-28,-21.6,-33.6
2002,3,5,00:00,UTC,0.3,64,-16.9,-10.9,-25
2002,3,6,00:00,UTC,0.3,64,-13.8,-9.1,-19.1
2002,3,7,00:00,UTC,0,63,-14.4,-9.2,-22.1
2002,3,8,00:00,UTC,-1,63,-13.2,-6.5,-19.6
2002,3,9,00:00,UTC,-1,63,-12.9,-5.8,-18.1
2002,3,10,00:00,UTC,-1,63,-19.2,-9.7,-30.1
2002,3,11,00:00,UTC,0.2,63,-7.6,-5.8,-14.7
2002,3,12,00:00,UTC,-1,63,-14.1,-7.1,-20.1
2002,3,13,00:00,UTC,-1,63,-15.3,-8.9,-23.1
2002,3,14,00:00,UTC,-1,63,-11.1,-4.8,-20.2
2002,3,15,00:00,UTC,-1,63,-1.2,3,-5.2
2002,3,16,00:00,UTC,-1,62,-1.3,2.4,-7.2
2002,3,17,00:00,UTC,0.1,62,-4.3,-0.8,-5.7
2002,3,18,00:00,UTC,4.7,62,-4.4,-0.6,-10.2
2002,3,19,00:00,UTC,10.4,64,0,0.6,-0.7
2002,3,20,00:00,UTC,5.5,75,-1.2,0.3,-2.5
2002,3,21,00:00,UTC,3.5,77,-0.2,1.2,-2.1
2002,3,22,00:00,UTC,0.1,78,-4.2,0.2,-8.8
2002,3,23,00:00,UTC,0,75,-7.8,-2.2,-18.9
2002,3,24,00:00,UTC,-1,74,-6.1,-2.8,-11.6
2002,3,25,00:00,UTC,3,74,-8.6,-4.6,-17.6
2002,3,26,00:00,UTC,0,75,-0.6,4.3,-4.6
