Vuosi,Kk,Pv,Klo,Aikavyöhyke,Hajasäteily (W/m2),Kokonaissäteily (W/m2),Ilmakehän pitkäaaltosäteily (W/m2),Maanpinnan pitkäaaltosäteily (W/m2)
2018,10,1,00:00,UTC,0.1,-3.8,337.1,351
2018,10,1,01:00,UTC,0.4,-3.7,304.1,351.3
2018,10,1,02:00,UTC,0.3,-4.4,293.1,348.8
2018,10,1,03:00,UTC,0.7,-5.9,277,343.5
2018,10,1,04:00,UTC,0.5,-5,277.5,340.9
2018,10,1,05:00,UTC,22,24.3,273.8,341.3
2018,10,1,06:00,UTC,64.1,125.1,283,352.9
2018,10,1,07:00,UTC,53.9,257.5,281,366.8
2018,10,1,08:00,UTC,90.6,324.4,289.2,377.9
2018,10,1,09:00,UTC,123.4,378.7,298.6,392.4
2018,10,1,10:00,UTC,180.1,266.9,309.7,389.6
2018,10,1,11:00,UTC,259.4,460.6,324.7,396.9
2018,10,1,12:00,UTC,192.9,262.7,317.6,396.8
2018,10,1,13:00,UTC,120.2,372.2,323,398.4
2018,10,1,14:00,UTC,55.5,200.7,292.6,384.3
2018,10,1,15:00,UTC,45.1,37.5,308,372
2018,10,1,16:00,UTC,3.4,-4.2,303.2,362.5
2018,10,1,17:00,UTC,0.8,-5.5,300.9,359.2
2018,10,1,18:00,UTC,0.1,-5,301.4,355.9
2018,10,1,19:00,UTC,0.1,-4.3,330.2,356.8
2018,10,1,20:00,UTC,0.5,-6.2,302.4,353
2018,10,1,21:00,UTC,0.2,-6,309,350.3
2018,10,1,22:00,UTC,0.4,-5.8,311.6,350.2
2018,10,1,23:00,UTC,0.5,-5.1,337.5,352.1
2018,10,2,00:00,UTC,0.3,-4.3,333.1,352
2018,10,2,01:00,UTC,0.3,-4.5,326.4,350
2018,10,2,02:00,UTC,0.5,-5.9,310.4,347.2
2018,10,2,03:00,UTC,1.1,-6.1,297.1,345.2
2018,10,2,04:00,UTC,0.7,-5.1,301.6,342.5
2018,10,2,05:00,UTC,22.6,18,296.6,343.8
2018,10,2,06:00,UTC,27.2,27,339.9,349.6
2018,10,2,07:00,UTC,119.7,116.3,330,353.6
2018,10,2,08:00,UTC,208.8,225.6,319,364.4
2018,10,2,09:00,UTC,61.7,388.7,275.5,379.3
2018,10,2,10:00,UTC,240.9,664.6,331,397.8
2018,10,2,11:00,UTC,123.4,137.8,306.1,376.2
2018,10,2,12:00,UTC,70.3,75.9,286.7,374
2018,10,2,13:00,UTC,40.8,38.4,340.9,372.4
2018,10,2,14:00,UTC,28.3,26.1,341.7,359.3
2018,10,2,15:00,UTC,9.4,6.9,336.1,359.7
2018,10,2,16:00,UTC,0.7,-2.3,336.9,358.4
2018,10,2,17:00,UTC,0.2,-3.1,335.1,355.6
2018,10,2,18:00,UTC,0,-2.2,341.7,353.3
2018,10,2,19:00,UTC,0.1,-4.2,338.9,353.8
2018,10,2,20:00,UTC,0.1,-2.8,322.5,351.9
2018,10,2,21:00,UTC,0.2,-2.5,312.1,349.2
2018,10,2,22:00,UTC,0.3,-3.5,292.4,345.2
2018,10,2,23:00,UTC,0.1,-5,265.4,340.1
2018,10,3,00:00,UTC,0,-2.8,313.2,338.2
2018,10,3,01:00,UTC,0,-3.7,287.7,336.4
2018,10,3,02:00,UTC,0,-4.6,318.4,339.9
2018,10,3,03:00,UTC,0.1,-4.1,287.8,336.2
2018,10,3,04:00,UTC,0.3,-3,312,339.1
2018,10,3,05:00,UTC,11.1,8.8,324.5,340.9
2018,10,3,06:00,UTC,30.5,31.5,331.3,343.6
2018,10,3,07:00,UTC,56.5,60.5,333.3,347.6
2018,10,3,08:00,UTC,73.4,78.9,334.4,351
2018,10,3,09:00,UTC,82.6,91.5,341.7,354.3
2018,10,3,10:00,UTC,61.8,67,344.3,355.4
2018,10,3,11:00,UTC,82.2,92.9,343,356.9
2018,10,3,12:00,UTC,83.4,90.4,343.6,357.2
2018,10,3,13:00,UTC,53.4,56.7,339,355.6
2018,10,3,14:00,UTC,16.5,15.4,339.1,352.1
2018,10,3,15:00,UTC,6.8,7.1,339.1,350.6
2018,10,3,16:00,UTC,0.7,-1.4,331.3,346.7
2018,10,3,17:00,UTC,0.6,-1.7,333.7,344.8
2018,10,3,18:00,UTC,0,-1.8,331.3,342.5
2018,10,3,19:00,UTC,0.5,-1.8,333.1,342.2
2018,10,3,20:00,UTC,0.2,-1.7,311.3,338.1
2018,10,3,21:00,UTC,0.4,-2.3,301.6,335.5
2018,10,3,22:00,UTC,0.1,-2,304.7,336
2018,10,3,23:00,UTC,0.2,-1.3,318.7,336.8
2018,10,4,00:00,UTC,0.1,-1.6,319.3,336.6
2018,10,4,01:00,UTC,0.3,-2.2,280.3,334.7
2018,10,4,02:00,UTC,0,-4.5,244.9,325.6
2018,10,4,03:00,UTC,0,-4.6,238.8,321.6
2018,10,4,04:00,UTC,0,-4.3,234.8,319.3
2018,10,4,05:00,UTC,10.3,13.6,234.6,318.5
2018,10,4,06:00,UTC,25.2,139.5,236.1,324.5
2018,10,4,07:00,UTC,32.3,250.4,237.6,333.6
2018,10,4,08:00,UTC,43.2,344.8,243.8,346.1
2018,10,4,09:00,UTC,48.4,410.9,247.9,355.2
2018,10,4,10:00,UTC,159.1,563.3,269.4,367.2
2018,10,4,11:00,UTC,193.8,188.7,302.8,353.6
2018,10,4,12:00,UTC,67.5,237.8,255,349.5
2018,10,4,13:00,UTC,88.5,304.9,275.3,357.3
2018,10,4,14:00,UTC,47.1,190,254.2,348.3
2018,10,4,15:00,UTC,20.6,34.3,286.3,341.3
2018,10,4,16:00,UTC,2.4,-7.9,246.9,329.7
2018,10,4,17:00,UTC,0.1,-6.5,257.2,325.6
2018,10,4,18:00,UTC,0,-6.7,285.8,326.6
2018,10,4,19:00,UTC,0.1,-6.3,274.3,323.8
2018,10,4,20:00,UTC,0.1,-7.8,250.3,324.2
2018,10,4,21:00,UTC,0.1,-8.4,242.2,317.3
2018,10,4,22:00,UTC,0,-6.3,242.4,313.9
2018,10,4,23:00,UTC,0,-5.4,251.9,312.1
2018,10,5,00:00,UTC,0,-4.9,245.8,312.2
2018,10,5,01:00,UTC,0.1,-3.4,253.5,312.3
2018,10,5,02:00,UTC,0.2,-0.7,309.8,322.6
2018,10,5,03:00,UTC,0,-1.9,330,337.5
2018,10,5,04:00,UTC,0.2,-3.1,336,344
2018,10,5,05:00,UTC,2.3,0.6,342.5,345.5
2018,10,5,06:00,UTC,6,5.9,349.8,349.5
2018,10,5,07:00,UTC,30.3,34.5,353,353.2
2018,10,5,08:00,UTC,41.8,48.8,362.6,361.5
2018,10,5,09:00,UTC,33.9,38.9,366.6,365.8
2018,10,5,10:00,UTC,80.6,91.1,369.6,372.5
2018,10,5,11:00,UTC,74.7,84.9,368.3,374.8
2018,10,5,12:00,UTC,114.6,120.4,356.9,375.6
2018,10,5,13:00,UTC,127.2,176.3,355.5,384.5
2018,10,5,14:00,UTC,34.6,148.1,293.7,377.1
2018,10,5,15:00,UTC,39.8,53.1,307,370
2018,10,5,16:00,UTC,1.8,-2.7,299.3,361.3
2018,10,5,17:00,UTC,0.6,-6.4,271.4,350.4
2018,10,5,18:00,UTC,1.7,-7,266.5,341.9
2018,10,5,19:00,UTC,0.2,-7.1,262.9,338.6
2018,10,5,20:00,UTC,0.6,-6,265.3,335.9
2018,10,5,21:00,UTC,0.1,-5.2,267.8,335.9
2018,10,5,22:00,UTC,0,-5.3,270.9,335.4
2018,10,5,23:00,UTC,0.1,-4.1,273.5,339
2018,10,6,00:00,UTC,0,-3.7,309.1,341
2018,10,6,01:00,UTC,0.8,-5.6,268.9,340.4
2018,10,6,02:00,UTC,0,-4.6,264.7,337.3
2018,10,6,03:00,UTC,0.9,-4.9,266.8,336.4
2018,10,6,04:00,UTC,0.1,-4.2,263.4,334.3
2018,10,6,05:00,UTC,14.2,11.4,272.6,334.3
2018,10,6,06:00,UTC,53.9,78,273.2,342.1
2018,10,6,07:00,UTC,129,258.5,289.1,356.9
2018,10,6,08:00,UTC,197.5,308.2,293.5,363
2018,10,6,09:00,UTC,231.7,250.4,305.9,369.8
2018,10,6,10:00,UTC,113,140.8,285.6,367.5
2018,10,6,11:00,UTC,141.8,230.9,292.1,373
2018,10,6,12:00,UTC,177.6,181.2,309.8,375.9
2018,10,6,13:00,UTC,120.5,116.3,309.9,371.3
2018,10,6,14:00,UTC,77.7,72,314.7,367.7
2018,10,6,15:00,UTC,21.1,16.2,315.6,361.5
2018,10,6,16:00,UTC,0.2,-4.4,314.8,355.2
2018,10,6,17:00,UTC,0.3,-3.9,318.1,353.1
2018,10,6,18:00,UTC,0.1,-3.7,324.1,352.7
2018,10,6,19:00,UTC,0.4,-4,322.9,351.9
2018,10,6,20:00,UTC,0.3,-4.8,320.9,350.8
2018,10,6,21:00,UTC,0.2,-4.5,318.4,350
2018,10,6,22:00,UTC,0.8,-4.7,312.1,347.3
2018,10,6,23:00,UTC,0.4,-6.3,311.5,344.5
2018,10,7,00:00,UTC,0.2,-6.5,299.4,339.9
2018,10,7,01:00,UTC,0.1,-5.9,312.4,339.7
2018,10,7,02:00,UTC,0,-5.8,316.3,340.8
2018,10,7,03:00,UTC,0.8,-6.5,299.4,338.3
2018,10,7,04:00,UTC,0.1,-5.4,317.7,340.6
2018,10,7,05:00,UTC,3.4,-2.1,317.8,340.3
2018,10,7,06:00,UTC,17.1,13.4,316.1,341.7
2018,10,7,07:00,UTC,69.3,67,316.5,346.7
2018,10,7,08:00,UTC,75.4,76,320.6,349.4
2018,10,7,09:00,UTC,185.5,190,319.2,359.1
2018,10,7,10:00,UTC,94.1,94.7,321.1,359
2018,10,7,11:00,UTC,90.1,91.3,320.7,358.8
2018,10,7,12:00,UTC,58.3,57.1,318.2,356.9
2018,10,7,13:00,UTC,111.8,251,282.2,362
2018,10,7,14:00,UTC,30.3,147.8,265.8,358.6
2018,10,7,15:00,UTC,27.6,41,276.9,352.6
2018,10,7,16:00,UTC,2.1,-8,258.1,339.4
2018,10,7,17:00,UTC,1,-8.7,254,330.8
2018,10,7,18:00,UTC,0.1,-8,252.2,325.6
2018,10,7,19:00,UTC,0,-7.1,251.1,322.3
2018,10,7,20:00,UTC,0,-6.9,249.5,319.6
2018,10,7,21:00,UTC,0.3,-5.3,247.9,320.4
2018,10,7,22:00,UTC,0.1,-6.6,243.6,316.8
2018,10,7,23:00,UTC,0,-6.3,241.5,313.5
2018,10,8,00:00,UTC,0.1,-6.9,241.3,312.9
2018,10,8,01:00,UTC,0,-6.3,239,313.3
2018,10,8,02:00,UTC,0,-6.1,236.9,310.5
2018,10,8,03:00,UTC,0,-6.3,236.7,308.7
2018,10,8,04:00,UTC,0,-6.7,236.4,306.3
2018,10,8,05:00,UTC,27.7,38.9,250.3,311.3
2018,10,8,06:00,UTC,40.7,36.2,271.5,316.7
2018,10,8,07:00,UTC,124.1,126.2,278.1,328.8
2018,10,8,08:00,UTC,155.9,155.5,314.9,345.1
2018,10,8,09:00,UTC,83.7,87.5,320.7,351.2
2018,10,8,10:00,UTC,197.2,210.4,324.4,363.8
2018,10,8,11:00,UTC,96.9,104.6,342.5,356.7
2018,10,8,12:00,UTC,134.8,143.9,339,355.6
2018,10,8,13:00,UTC,73.5,72.9,340.6,357.5
2018,10,8,14:00,UTC,29.7,31,337.5,357.1
2018,10,8,15:00,UTC,2.8,1.8,346.4,354.7
2018,10,8,16:00,UTC,0.1,-1.4,346.4,353.6
2018,10,8,17:00,UTC,0.1,-1.4,349.8,353.8
2018,10,8,18:00,UTC,0.1,-1.6,349.9,356
2018,10,8,19:00,UTC,0.1,-1,353.9,357.8
2018,10,8,20:00,UTC,0,-1.4,358.6,359.6
2018,10,8,21:00,UTC,0,-1.3,361,361.3
2018,10,8,22:00,UTC,0,-1.4,361.1,362.4
2018,10,8,23:00,UTC,0.2,-1.5,362.8,363.1
2018,10,9,00:00,UTC,0.1,-1.3,362.8,363.8
2018,10,9,01:00,UTC,0.4,-1.9,363.4,363.8
2018,10,9,02:00,UTC,0,-1.8,363.8,364.1
2018,10,9,03:00,UTC,0,-1.5,361.9,364.7
2018,10,9,04:00,UTC,0,-2.2,362.7,364.2
2018,10,9,05:00,UTC,1.1,0.2,362,365.4
2018,10,9,06:00,UTC,21.2,22.3,362.4,366.9
2018,10,9,07:00,UTC,110.7,112.7,362.1,372.2
2018,10,9,08:00,UTC,69,72.6,364.7,371.9
2018,10,9,09:00,UTC,151,155.4,366.3,374.9
2018,10,9,10:00,UTC,55.9,60.5,368.8,375.9
2018,10,9,11:00,UTC,43.2,46.3,370.6,374.1
2018,10,9,12:00,UTC,23.9,24.7,368.9,376.4
2018,10,9,13:00,UTC,17.1,18.7,367.5,374.8
2018,10,9,14:00,UTC,31,32.6,367.7,376
2018,10,9,15:00,UTC,10.8,8.8,367.7,375.9
2018,10,9,16:00,UTC,0.1,-1.5,367.6,374.9
2018,10,9,17:00,UTC,0.1,-2.1,367.7,373.4
2018,10,9,18:00,UTC,0.1,-2.1,366.8,372.3
2018,10,9,19:00,UTC,0.5,-2.2,369.3,371.8
2018,10,9,20:00,UTC,0,-1.6,368.7,372.2
2018,10,9,21:00,UTC,0,-2,368,372.8
2018,10,9,22:00,UTC,0,-1.6,366.9,373.4
2018,10,9,23:00,UTC,0.1,-1.1,367.7,374
2018,10,10,00:00,UTC,0.5,-2,365.9,372.8
2018,10,10,01:00,UTC,0.2,-1.4,365.9,372.9
2018,10,10,02:00,UTC,0.4,-1.6,365.5,371.8
2018,10,10,03:00,UTC,0.2,-1.7,365.6,371.7
2018,10,10,04:00,UTC,0.1,-2.1,366.1,371.8
2018,10,10,05:00,UTC,2,1.3,366.5,372.5
2018,10,10,06:00,UTC,32.1,33.1,365.3,374.4
2018,10,10,07:00,UTC,33.5,34.8,367.6,376.4
2018,10,10,08:00,UTC,98.4,101.3,361.8,381.4
2018,10,10,09:00,UTC,95.3,105.1,316.1,388.9
2018,10,10,10:00,UTC,89.4,352,322.4,402.6
2018,10,10,11:00,UTC,92.3,381.6,331.7,406.3
2018,10,10,12:00,UTC,104.5,165.3,324.5,407.5
2018,10,10,13:00,UTC,61.4,229.5,321.6,404.9
2018,10,10,14:00,UTC,39.9,138,307.3,394.3
2018,10,10,15:00,UTC,22.8,31,301.8,382.1
2018,10,10,16:00,UTC,0.4,-7.6,297.1,367.7
2018,10,10,17:00,UTC,0.4,-6.7,292,360.5
2018,10,10,18:00,UTC,1,-6.4,286.7,352.6
2018,10,10,19:00,UTC,0,-6,289.6,352.4
2018,10,10,20:00,UTC,1.1,-7.3,289.1,348.8
2018,10,10,21:00,UTC,0,-6,278.2,347.8
2018,10,10,22:00,UTC,0.9,-6.1,277.6,346.5
2018,10,10,23:00,UTC,0,-5.3,278.3,345
2018,10,11,00:00,UTC,0.5,-6.1,278,340.8
2018,10,11,01:00,UTC,0.1,-6.1,276.1,336.3
2018,10,11,02:00,UTC,0.1,-6.4,276.7,336.5
2018,10,11,03:00,UTC,0.7,-6.8,275.7,332.5
2018,10,11,04:00,UTC,0.8,-4.3,275.8,333.3
2018,10,11,05:00,UTC,6.1,5.2,274.8,332.5
2018,10,11,06:00,UTC,19.4,93.3,279.3,342.1
2018,10,11,07:00,UTC,27.2,195.2,285.5,355.9
2018,10,11,08:00,UTC,36.2,285.1,294.7,376.8
2018,10,11,09:00,UTC,44.6,343,302.1,390.7
2018,10,11,10:00,UTC,57.7,275.3,307.7,399.2
2018,10,11,11:00,UTC,55,361.7,312.4,408.4
2018,10,11,12:00,UTC,126.4,349.4,331.7,411.5
2018,10,11,13:00,UTC,128.3,126.4,343.3,393.6
2018,10,11,14:00,UTC,47.5,42.7,361.2,382
2018,10,11,15:00,UTC,5.8,2.6,365.5,378.6
2018,10,11,16:00,UTC,0.4,-4.4,363.3,375.3
2018,10,11,17:00,UTC,0.1,-3.8,363.5,373.6
2018,10,11,18:00,UTC,0.2,-3.1,364.4,373.3
2018,10,11,19:00,UTC,0.2,-3.8,365,372.4
2018,10,11,20:00,UTC,0.2,-3.2,363.8,371.3
2018,10,11,21:00,UTC,0.2,-2.6,365.1,372
2018,10,11,22:00,UTC,0.3,-3.2,365.3,371.3
2018,10,11,23:00,UTC,0,-3.4,362.7,369.4
2018,10,12,00:00,UTC,0,-3,362.2,369.5
2018,10,12,01:00,UTC,0.2,-3.4,362.5,369.8
2018,10,12,02:00,UTC,0.2,-3.8,363.3,370.1
2018,10,12,03:00,UTC,0.3,-2.8,360.6,369
2018,10,12,04:00,UTC,0.4,-3.1,362.3,367.9
2018,10,12,05:00,UTC,1.6,-1.3,362.1,367.7
2018,10,12,06:00,UTC,27.9,25.5,362.9,369.1
2018,10,12,07:00,UTC,44.8,45.2,362.7,370
2018,10,12,08:00,UTC,85.5,86.7,365,374.6
2018,10,12,09:00,UTC,68.7,69.7,365.6,374.6
2018,10,12,10:00,UTC,93.8,94.8,365.3,377.3
2018,10,12,11:00,UTC,151.4,153.8,363.7,380.6
2018,10,12,12:00,UTC,69.9,68.5,365,377.7
2018,10,12,13:00,UTC,46.3,45.5,363.7,373.9
2018,10,12,14:00,UTC,34,32.6,363.2,373.7
2018,10,12,15:00,UTC,6.8,4.5,362.9,372.5
2018,10,12,16:00,UTC,0.3,-3.8,345.6,368.5
2018,10,12,17:00,UTC,0.2,-3.4,356.4,368
2018,10,12,18:00,UTC,0.1,-5.1,346.7,367.3
2018,10,12,19:00,UTC,0.4,-4.1,355.9,366.2
2018,10,12,20:00,UTC,0.1,-5.3,342.9,364.1
2018,10,12,21:00,UTC,0,-6.5,308,359.5
2018,10,12,22:00,UTC,0,-4.9,297.3,359.4
2018,10,12,23:00,UTC,0.1,-5.2,313.8,360.1
2018,10,13,00:00,UTC,0.8,-5.4,300.6,360.6
2018,10,13,01:00,UTC,0.2,-5.8,296,356.6
2018,10,13,02:00,UTC,0,-4.7,298.7,358.8
2018,10,13,03:00,UTC,0,-4.2,298.2,359.8
2018,10,13,04:00,UTC,0.5,-5.8,304.6,356
2018,10,13,05:00,UTC,5.9,3.7,332.6,361
2018,10,13,06:00,UTC,24.2,22.5,366.8,369
2018,10,13,07:00,UTC,50.1,49.7,370.2,374.8
2018,10,13,08:00,UTC,97.2,100.4,369.8,377.3
2018,10,13,09:00,UTC,183.1,182.9,362.5,385.2
2018,10,13,10:00,UTC,189.7,277.4,326.2,394.2
2018,10,13,11:00,UTC,189.3,208.1,336.9,396.1
2018,10,13,12:00,UTC,126.3,121.7,345.1,392.6
2018,10,13,13:00,UTC,100.9,94.5,336.5,389.3
2018,10,13,14:00,UTC,59,53.4,335.2,383.6
2018,10,13,15:00,UTC,5.5,2.1,345.5,380.1
2018,10,13,16:00,UTC,0,-4.6,331.4,374.5
2018,10,13,17:00,UTC,0.1,-3.9,330,373.9
2018,10,13,18:00,UTC,0,-4,327.5,373.1
2018,10,13,19:00,UTC,0,-3.6,323.5,372.5
2018,10,13,20:00,UTC,0.3,-3.5,326.6,372.8
2018,10,13,21:00,UTC,0.1,-4.3,326.3,371
2018,10,13,22:00,UTC,0,-4.1,323.6,370.1
2018,10,13,23:00,UTC,0.1,-4.1,328.7,370
2018,10,14,00:00,UTC,0.2,-4.1,323.2,369.7
2018,10,14,01:00,UTC,0.5,-4.5,311.5,367.6
2018,10,14,02:00,UTC,0,-4.3,307.5,365.4
2018,10,14,03:00,UTC,0.1,-4.9,306.6,363.8
2018,10,14,04:00,UTC,0.4,-5.3,302.7,360.8
2018,10,14,05:00,UTC,2.9,-0.2,302.7,361.9
2018,10,14,06:00,UTC,32.3,65.1,301,365.8
2018,10,14,07:00,UTC,106.1,101,332.1,373.1
2018,10,14,08:00,UTC,76.8,243.7,307.3,387.2
2018,10,14,09:00,UTC,65.4,311,312.4,400.1
2018,10,14,10:00,UTC,57.2,334.2,312.9,406.8
2018,10,14,11:00,UTC,57.1,322.4,313.5,411.8
2018,10,14,12:00,UTC,56.9,267.4,314.7,409.1
2018,10,14,13:00,UTC,57,178.7,316.9,401.8
2018,10,14,14:00,UTC,36.8,82.9,312.7,392.2
2018,10,14,15:00,UTC,11.3,6.8,309.1,381.5
2018,10,14,16:00,UTC,0.3,-5.8,305,374.3
2018,10,14,17:00,UTC,0,-4.5,303.6,372.6
2018,10,14,18:00,UTC,0.1,-4.4,299.4,371.1
2018,10,14,19:00,UTC,0,-3.9,299.5,370.2
2018,10,14,20:00,UTC,0,-4.1,298.7,370.5
2018,10,14,21:00,UTC,0,-3.6,297.5,368.9
2018,10,14,22:00,UTC,0.5,-4.7,296.8,366.6
2018,10,14,23:00,UTC,0.3,-4.5,296.4,365.6
2018,10,15,00:00,UTC,1,-5.6,293.9,362.3
2018,10,15,01:00,UTC,0,-4.2,292.5,363.2
2018,10,15,02:00,UTC,0,-3.2,290.9,363.8
2018,10,15,03:00,UTC,0.1,-4.5,292,362.7
2018,10,15,04:00,UTC,0.3,-4.6,291.9,361.2
2018,10,15,05:00,UTC,4.4,0.5,291.6,360.7
2018,10,15,06:00,UTC,23.2,67.4,292.5,365
2018,10,15,07:00,UTC,36.7,166.2,296.3,373.8
2018,10,15,08:00,UTC,50.8,249.3,300.1,383.5
2018,10,15,09:00,UTC,59,307.1,303.2,392.6
2018,10,15,10:00,UTC,51.6,329.1,308.1,398.6
2018,10,15,11:00,UTC,52.8,313.4,309.8,402.2
2018,10,15,12:00,UTC,51.4,262.3,310.7,400.3
2018,10,15,13:00,UTC,47.7,178.7,311.9,396.6
2018,10,15,14:00,UTC,32.9,81.5,308.8,387.7
2018,10,15,15:00,UTC,10.2,5.1,305.9,378
2018,10,15,16:00,UTC,1.1,-5.8,301.7,368.2
2018,10,15,17:00,UTC,0.6,-6.6,298.1,362.5
2018,10,15,18:00,UTC,0,-4.5,298.1,364
2018,10,15,19:00,UTC,0.3,-5.3,298,362.2
2018,10,15,20:00,UTC,0.2,-4.3,295.6,363.4
2018,10,15,21:00,UTC,0.1,-4.3,294.3,361.8
2018,10,15,22:00,UTC,0.5,-5,295,359.2
2018,10,15,23:00,UTC,0,-5.3,295.3,358.4
2018,10,16,00:00,UTC,0,-5.2,295,357.1
2018,10,16,01:00,UTC,0.1,-4.8,297.3,357.9
2018,10,16,02:00,UTC,0.1,-5,294.9,357.6
2018,10,16,03:00,UTC,0,-4,295.4,359.3
2018,10,16,04:00,UTC,0.3,-4.6,293.8,358.7
2018,10,16,05:00,UTC,1.7,-0.5,306,360.9
2018,10,16,06:00,UTC,19.9,19.4,366.4,370
2018,10,16,07:00,UTC,27.1,27.2,368,373.3
2018,10,16,08:00,UTC,96,96,366.1,378.6
2018,10,16,09:00,UTC,210.8,206.7,370.7,386.9
2018,10,16,10:00,UTC,151.4,150.2,359.1,389.4
2018,10,16,11:00,UTC,128.1,123.3,369.6,389.8
2018,10,16,12:00,UTC,71,67.6,371.7,386.8
2018,10,16,13:00,UTC,42.4,39.2,370.2,382.8
2018,10,16,14:00,UTC,11.5,8.6,369.6,379.5
2018,10,16,15:00,UTC,3.2,-0.9,358.3,377.5
2018,10,16,16:00,UTC,0.3,-3.3,350.5,374
2018,10,16,17:00,UTC,0.1,-4.9,358.9,373.2
2018,10,16,18:00,UTC,0.2,-5.3,358.3,372.3
2018,10,16,19:00,UTC,0.1,-5.5,356.3,371.6
2018,10,16,20:00,UTC,0.3,-4.8,363.6,372.4
2018,10,16,21:00,UTC,0,-4.2,364.2,372.1
2018,10,16,22:00,UTC,0,-2.9,363.1,371.4
2018,10,16,23:00,UTC,0.2,-2.4,364.5,371.2
2018,10,17,00:00,UTC,0.1,-2.5,366,371.1
2018,10,17,01:00,UTC,0.4,-2.5,366.1,371
2018,10,17,02:00,UTC,0.1,-3.6,366.4,370
2018,10,17,03:00,UTC,0.2,-2.5,367.8,371.2
2018,10,17,04:00,UTC,0.1,-2.8,367.5,371.1
2018,10,17,05:00,UTC,0.7,-2,367.3,371.3
2018,10,17,06:00,UTC,8,6.7,365.9,370
2018,10,17,07:00,UTC,21,21.3,366.2,371
2018,10,17,08:00,UTC,38.4,39.9,365.9,371.7
2018,10,17,09:00,UTC,68.4,70.3,367.2,374.8
2018,10,17,10:00,UTC,97.5,98.7,368.7,379.1
2018,10,17,11:00,UTC,98.9,97.7,368.3,381.7
2018,10,17,12:00,UTC,88.4,85.4,367.6,380.1
2018,10,17,13:00,UTC,61.2,58.9,365.5,375.7
2018,10,17,14:00,UTC,37.3,62.5,306.9,371.6
2018,10,17,15:00,UTC,6.5,1.6,305.1,366.6
2018,10,17,16:00,UTC,0.6,-4.9,304.2,363.8
2018,10,17,17:00,UTC,0.3,-4.9,304.4,362.1
2018,10,17,18:00,UTC,0,-4.4,306.4,362.6
2018,10,17,19:00,UTC,0,-1.8,365.1,368.7
2018,10,17,20:00,UTC,0.1,-2.1,368.8,372.4
2018,10,17,21:00,UTC,0.1,-2,369.7,373.4
2018,10,17,22:00,UTC,0.2,-2.1,368.9,373.5
2018,10,17,23:00,UTC,0.4,-2.2,362.1,370.9
2018,10,18,00:00,UTC,0.4,-2.3,365.9,370.5
2018,10,18,01:00,UTC,0.2,-2.9,364.3,370.4
2018,10,18,02:00,UTC,0.3,-2.5,365.9,369.7
2018,10,18,03:00,UTC,0.1,-2.2,369.5,372.4
2018,10,18,04:00,UTC,0,-2.2,372.5,375.4
2018,10,18,05:00,UTC,0.8,-1.6,369,375.1
2018,10,18,06:00,UTC,8.3,7.7,370.7,376
2018,10,18,07:00,UTC,56.3,54.8,369.6,377.6
2018,10,18,08:00,UTC,68.8,67.9,373.1,382.3
2018,10,18,09:00,UTC,71.3,73.2,373.6,384.1
2018,10,18,10:00,UTC,25.9,26.4,374.9,382.8
2018,10,18,11:00,UTC,12.5,11.1,370.9,380.3
2018,10,18,12:00,UTC,17.2,19.5,370.7,378.4
2018,10,18,13:00,UTC,13.3,14.2,364.4,376.3
2018,10,18,14:00,UTC,16.5,16.7,347.4,374.5
2018,10,18,15:00,UTC,7.3,4.4,304.5,371.5
2018,10,18,16:00,UTC,0,-2.4,308.6,365
2018,10,18,17:00,UTC,0.9,-3.2,287.1,361.9
2018,10,18,18:00,UTC,0.5,-3.2,278.6,360.4
2018,10,18,19:00,UTC,1.2,-4,266.8,349.9
2018,10,18,20:00,UTC,0.3,-3.8,263,343.9
2018,10,18,21:00,UTC,1,-4.4,260.6,338.8
2018,10,18,22:00,UTC,0.3,-3.7,261.2,337.8
2018,10,18,23:00,UTC,0.8,-4.2,260.9,334.6
2018,10,19,00:00,UTC,0.1,-3.8,262,335.7
2018,10,19,01:00,UTC,0.4,-4.9,259.7,331
2018,10,19,02:00,UTC,0.1,-3.9,258.7,330.1
2018,10,19,03:00,UTC,0,-3.6,258.8,331.2
2018,10,19,04:00,UTC,0.6,-4.5,258.6,331.4
2018,10,19,05:00,UTC,3.2,-2.1,257.9,329.2
2018,10,19,06:00,UTC,30.3,62.5,270.7,337.3
2018,10,19,07:00,UTC,22.4,162.6,259.3,339.1
2018,10,19,08:00,UTC,35,233.6,266.3,355.4
2018,10,19,09:00,UTC,41.4,298.6,270.2,365.3
2018,10,19,10:00,UTC,41.9,301.6,275.1,371.8
2018,10,19,11:00,UTC,38.5,313.7,275.6,373.9
2018,10,19,12:00,UTC,35.3,257.4,277.5,374.4
2018,10,19,13:00,UTC,33.8,175.9,278.7,369
2018,10,19,14:00,UTC,21.3,75.2,277.1,363.4
2018,10,19,15:00,UTC,5.3,-1.5,273.3,351.9
2018,10,19,16:00,UTC,0.5,-6.8,268.8,343.3
2018,10,19,17:00,UTC,0.5,-4.8,266.2,340.9
2018,10,19,18:00,UTC,0.4,-5.2,262.8,337
2018,10,19,19:00,UTC,1.1,-6.3,260.4,331.9
2018,10,19,20:00,UTC,0.7,-5.4,261.9,328.1
2018,10,19,21:00,UTC,0,-3.5,277.1,329.4
