Vuosi,Kk,Pv,Klo,Aikavyöhyke,Hiilimonoksidi (ug/m3),Typpidioksidi (ug/m3),Typpimonoksidi (ug/m3),Otsoni (ug/m3),Hengitettävät hiukkaset (ug/m3),Pienhiukkaset (ug/m3),Rikkidioksidi (ug/m3),Haisevat rikkiyhdisteet (ugS/m3)
2018,1,1,00:00,UTC,161.2,1.3,0.1,67,0,,0.1,
2018,1,1,01:00,UTC,161.9,1.2,0.1,66.4,0,,0.1,
2018,1,1,02:00,UTC,162.6,1.2,0.1,66.3,0,,0.1,
2018,1,1,03:00,UTC,168.7,1.5,0.1,61.4,0.8,,0.2,
2018,1,1,04:00,UTC,180.7,2.1,0.1,56,7,,0.1,
2018,1,1,05:00,UTC,182.7,2.2,0.1,55.6,2.5,,0.2,
2018,1,1,06:00,UTC,180,2,0.1,57.2,5.1,,0.1,
2018,1,1,07:00,UTC,176.6,1.9,0.1,58.6,6.8,,0.1,
2018,1,1,08:00,UTC,176.7,1.9,0.1,60.5,4.1,,0.1,
2018,1,1,09:00,UTC,176.6,1.8,0.1,60.7,0,,0.1,
2018,1,1,10:00,UTC,171.3,1.7,0.1,62.1,0,,0.1,
2018,1,1,11:00,UTC,170.6,1.7,0.1,62.5,16.5,,0.2,
2018,1,1,12:00,UTC,171.7,1.8,0.1,62.3,17.9,,0.2,
2018,1,1,13:00,UTC,172.4,1.8,0.1,62.1,14.2,,0.1,
2018,1,1,14:00,UTC,171.7,1.7,0.1,61.9,8,,0.1,
2018,1,1,15:00,UTC,171.3,1.7,0.1,61.9,7.4,,0.1,
2018,1,1,16:00,UTC,171.6,1.7,0.1,61.2,5.3,,0.1,
2018,1,1,17:00,UTC,171.3,1.7,0.1,57.3,0,,0.1,
2018,1,1,18:00,UTC,169.6,1.6,0.1,56,0,,0,
2018,1,1,19:00,UTC,170.1,1.6,0.1,55.7,0.4,,0.1,
2018,1,1,20:00,UTC,169,1.6,0.1,56.5,0.8,,0.1,
2018,1,1,21:00,UTC,169.3,1.6,0.1,57.7,0.1,,0.1,
2018,1,1,22:00,UTC,168.1,1.7,0.1,59.5,4.2,,0.1,
2018,1,1,23:00,UTC,166.1,1.6,0.1,61.2,4.8,,0.1,
2018,1,2,00:00,UTC,165.7,1.5,0.1,61.3,6.1,,0.1,
2018,1,2,01:00,UTC,165.3,1.4,0.1,60.6,1.7,,0.1,
2018,1,2,02:00,UTC,164.8,1.4,0.1,59.2,0.3,,0.1,
2018,1,2,03:00,UTC,164,1.4,0.1,57.8,0.5,,0.1,
2018,1,2,04:00,UTC,163.4,1.3,0.1,56.7,0.5,,0.1,
2018,1,2,05:00,UTC,163,1.2,0.1,56.5,0,,0.1,
2018,1,2,06:00,UTC,163.1,1.2,0.1,55.8,0,,0.2,
2018,1,2,07:00,UTC,162.1,1.3,0.1,55,0,,0.2,
2018,1,2,08:00,UTC,163,1.3,0.1,54.4,0,,0.3,
2018,1,2,09:00,UTC,162.5,1.3,0.1,54.4,0.1,,0.4,
2018,1,2,10:00,UTC,161.5,1.1,0.1,53.8,0,,0.4,
2018,1,2,11:00,UTC,162.9,1.1,0.1,54.2,0.1,,0.3,
2018,1,2,12:00,UTC,163.3,1.1,0.1,53.8,0,,0.3,
2018,1,2,13:00,UTC,164.1,1.1,0.1,55,0,,0.4,
2018,1,2,14:00,UTC,163.4,1.3,0.1,53.4,0,,0.3,
2018,1,2,15:00,UTC,164.8,1.2,0.1,53.9,1.1,,0.3,
2018,1,2,16:00,UTC,166.8,1.1,0.1,55.9,1.2,,0.5,
2018,1,2,17:00,UTC,168.5,1.1,0.1,56.4,1.9,,0.4,
2018,1,2,18:00,UTC,172,1.1,0.1,59.5,4.3,,0.3,
2018,1,2,19:00,UTC,170.3,1.1,0.1,61.3,5.6,,0.1,
2018,1,2,20:00,UTC,170.7,1.1,0.1,61.9,6.2,,0.1,
2018,1,2,21:00,UTC,169.6,1.1,0,59.7,6.1,,0.1,
2018,1,2,22:00,UTC,167.5,1.1,0,54.6,5.1,,0.2,
2018,1,2,23:00,UTC,170.2,1.3,0.1,51.9,1,,0.3,
2018,1,3,00:00,UTC,170.6,1.3,0,53.3,0.4,,0.3,
2018,1,3,01:00,UTC,173.1,1.2,0.1,52.9,0.1,,0.3,
2018,1,3,02:00,UTC,171.4,1.1,0.1,51.8,0,,0.1,
2018,1,3,03:00,UTC,172,1,0.1,51.8,0,,0.1,
2018,1,3,04:00,UTC,173,1,0.1,51.6,0,,0.1,
2018,1,3,05:00,UTC,175.6,1,0.1,52.9,0,,0.1,
2018,1,3,06:00,UTC,176.4,1,0.1,52.9,0,,0,
2018,1,3,07:00,UTC,177.8,1,0.1,51.2,0,,0,
2018,1,3,08:00,UTC,180.5,1.2,0.1,48.4,0,,0.2,
2018,1,3,09:00,UTC,184.5,1.5,0.1,45.6,0.5,,0.3,
2018,1,3,10:00,UTC,184.3,1.4,0.1,45.3,0.4,,0.4,
2018,1,3,11:00,UTC,183.3,1.3,0.1,45.5,2.6,,0.7,
2018,1,3,12:00,UTC,182.9,1.2,0.1,46.1,2.4,,0.7,
2018,1,3,13:00,UTC,182.6,1.2,0.1,46.4,0.4,,0.5,
2018,1,3,14:00,UTC,182.8,1.2,0.1,46.2,0,,0.4,
2018,1,3,15:00,UTC,186.4,1.4,0.1,46,0,,0.2,
2018,1,3,16:00,UTC,187.1,1.4,0.1,45.7,0,,0.2,
2018,1,3,17:00,UTC,188.3,1.6,0.1,45.4,0,,0.2,
2018,1,3,18:00,UTC,187.9,1.8,0.1,44.5,0,,0.3,
2018,1,3,19:00,UTC,183.6,1.5,0.1,45.7,0,,0.2,
2018,1,3,20:00,UTC,182.1,1.4,0.1,46.5,0,,0.1,
2018,1,3,21:00,UTC,182.7,1.3,0.1,45.7,0,,0.2,
2018,1,3,22:00,UTC,180.8,1.2,0.1,46.3,0,,0.1,
2018,1,3,23:00,UTC,179.1,1.2,0,46.9,0,,0.1,
2018,1,4,00:00,UTC,178.6,1.1,0.1,47,0,,0.1,
2018,1,4,01:00,UTC,176.4,1,0.1,47.8,0,,0.1,
2018,1,4,02:00,UTC,175.9,1,0.1,47.4,0,,0.1,
2018,1,4,03:00,UTC,176.8,1.1,0.1,49.3,0,,0.1,
2018,1,4,04:00,UTC,176.8,1,0.1,49.6,0,,0.2,
2018,1,4,05:00,UTC,171.4,1.1,0.1,55.4,0,,0.2,
2018,1,4,06:00,UTC,164.6,1.1,0.1,62,0,,0.1,
2018,1,4,07:00,UTC,162.8,1,0.1,64.1,0,,0.1,
2018,1,4,08:00,UTC,158.9,1,0.1,67.5,0,,0.1,
2018,1,4,09:00,UTC,155.1,1,0.1,71.5,0,,0.1,
2018,1,4,10:00,UTC,151.9,0.9,0.1,74.4,0,,0,
2018,1,4,11:00,UTC,151,0.9,0.1,75.3,0,,0,
2018,1,4,12:00,UTC,149.5,0.8,0.1,77.5,0,,0.1,
2018,1,4,13:00,UTC,148.8,0.8,0.1,78.4,0,,0.1,
2018,1,4,14:00,UTC,147.7,0.8,0.1,79.8,0,,0.1,
2018,1,4,15:00,UTC,146.4,0.8,0.1,81,0,,0.1,
2018,1,4,16:00,UTC,147.1,0.8,0.1,81.5,0,,0.1,
2018,1,4,17:00,UTC,146.3,0.8,0.1,82.1,0,,0.1,
2018,1,4,18:00,UTC,146.1,0.8,0,81.6,0,,0.1,
2018,1,4,19:00,UTC,146.3,0.8,0,81,0,,0.1,
2018,1,4,20:00,UTC,145.7,0.8,0.1,80.9,0,,0.1,
2018,1,4,21:00,UTC,144.9,0.8,0.1,81.2,0.4,,0,
2018,1,4,22:00,UTC,144.7,0.7,0.1,81.7,3.2,,0,
2018,1,4,23:00,UTC,144.5,0.7,0.1,82.4,4.7,,0.1,
2018,1,5,00:00,UTC,142.9,0.7,0,83.1,7,,0.1,
2018,1,5,01:00,UTC,143.5,0.7,0,82.9,7,,0,
2018,1,5,02:00,UTC,144.3,0.7,0.1,82.6,6.1,,0,
2018,1,5,03:00,UTC,144.6,0.7,0.1,82.4,5.5,,0.1,
2018,1,5,04:00,UTC,145,0.7,0,82.5,5.2,,0.1,
2018,1,5,05:00,UTC,144.8,0.7,0.1,82.4,4.6,,0.1,
2018,1,5,06:00,UTC,145.4,0.7,0.1,82.3,3.6,,0.1,
2018,1,5,07:00,UTC,145.3,0.7,0.1,82.3,3.2,,0.1,
2018,1,5,08:00,UTC,144.5,0.7,0.1,83,4.1,,0.1,
2018,1,5,09:00,UTC,144.3,0.7,0.1,83.1,4.7,,0.1,
2018,1,5,10:00,UTC,143.8,0.7,0.1,82.9,3,,0.1,
2018,1,5,11:00,UTC,144.7,0.7,0.1,82.5,0.6,,0,
2018,1,5,12:00,UTC,144.3,0.7,0.1,82.3,0,,0.1,
2018,1,5,13:00,UTC,144.1,0.7,0.1,82.1,0,,0,
2018,1,5,14:00,UTC,144.7,0.7,0.1,82.1,0,,0.1,
2018,1,5,15:00,UTC,144.9,0.7,0.1,82,0.2,,0,
2018,1,5,16:00,UTC,144.2,0.7,0.1,81.7,0,,0.1,
2018,1,5,17:00,UTC,144.8,0.7,0.1,81.5,0,,0.1,
2018,1,5,18:00,UTC,144.8,0.7,0.1,81.7,0,,0.1,
2018,1,5,19:00,UTC,145.2,0.7,0.1,81.5,1.3,,1,
2018,1,5,20:00,UTC,145,0.7,0.1,81,1.6,,3.2,
2018,1,5,21:00,UTC,145.6,0.7,0.1,80.8,0.1,,7.9,
2018,1,5,22:00,UTC,145.3,0.7,0.1,80.7,0.2,,8.2,
2018,1,5,23:00,UTC,146,0.7,0.1,80.3,0,,6.5,
2018,1,6,00:00,UTC,146.9,0.7,0.1,79.5,0,,4.8,
2018,1,6,01:00,UTC,147.7,0.8,0.1,78.3,0,,6,
2018,1,6,02:00,UTC,148.9,0.8,0.1,77.1,0,,7.7,
2018,1,6,03:00,UTC,149.1,0.9,0.1,76.4,0,,11.6,
2018,1,6,04:00,UTC,148.4,1,0.1,76,0,,15.4,
2018,1,6,05:00,UTC,149.1,1,0.1,75.3,0,,16,
2018,1,6,06:00,UTC,148.9,1,0.1,75.2,0,,17,
2018,1,6,07:00,UTC,148.5,1,0.1,75,0.1,,17.4,
2018,1,6,08:00,UTC,149.4,1,0.1,74.6,1.2,,15.1,
2018,1,6,09:00,UTC,148,0.9,0.1,76.1,0.2,,7.2,
2018,1,6,10:00,UTC,149.8,1,0.1,75.2,4.7,,5.5,
2018,1,6,11:00,UTC,148.4,0.9,0.1,76.3,3.7,,4.5,
2018,1,6,12:00,UTC,146.3,0.8,0.1,79.2,0.1,,1.4,
2018,1,6,13:00,UTC,145.4,0.8,0.1,81.3,0,,0.2,
2018,1,6,14:00,UTC,145.2,0.8,0.1,81.7,0,,0.1,
2018,1,6,15:00,UTC,144.8,0.7,0.1,81.8,0,,0.1,
2018,1,6,16:00,UTC,143.9,0.7,0.1,81.9,0,,0.1,
2018,1,6,17:00,UTC,144.3,0.7,0.1,81.9,0,,0.1,
2018,1,6,18:00,UTC,144.6,0.8,0.1,82,0,,0.1,
2018,1,6,19:00,UTC,148.1,0.8,0.1,80,0,,0.1,
2018,1,6,20:00,UTC,151.6,0.8,0.1,77.2,0,,0.1,
2018,1,6,21:00,UTC,152.6,0.9,0.1,76.2,0,,0.1,
2018,1,6,22:00,UTC,151.6,0.9,0.1,77.5,0,,0.1,
2018,1,6,23:00,UTC,151.5,0.8,0.1,77.3,0,,0.1,
2018,1,7,00:00,UTC,151,0.8,0.1,77.7,0,,0.1,
2018,1,7,01:00,UTC,150.3,0.8,0.1,77.6,0,,0.1,
2018,1,7,02:00,UTC,152.6,0.9,0.1,76.1,0,,0.1,
2018,1,7,03:00,UTC,153.1,0.8,0.1,75.3,0,,0.1,
2018,1,7,04:00,UTC,152.5,0.8,0.1,75.3,0,,0.1,
2018,1,7,05:00,UTC,153,0.8,0,75.9,0,,0.1,
2018,1,7,06:00,UTC,152.6,0.8,0.1,76.6,0,,0.1,
2018,1,7,07:00,UTC,152.7,0.8,0.1,77.2,0,,0.1,
2018,1,7,08:00,UTC,152.6,0.9,0.1,77.4,0,,0.1,
2018,1,7,09:00,UTC,151.7,0.7,0.1,77.4,0,,0.1,
2018,1,7,10:00,UTC,151.8,0.8,0.1,77.5,0,,0.1,
2018,1,7,11:00,UTC,152.7,0.8,0.1,76.7,0,,0.1,
2018,1,7,12:00,UTC,153.4,0.8,0.1,76,0,,0.1,
2018,1,7,13:00,UTC,153.5,0.8,0.1,75.7,0,,0.1,
2018,1,7,14:00,UTC,153,0.7,0.1,75.5,0,,0.1,
2018,1,7,15:00,UTC,153.9,0.7,0.1,75.3,0,,0.1,
2018,1,7,16:00,UTC,153.2,0.8,0.1,75.2,0,,0.1,
2018,1,7,17:00,UTC,153.9,0.8,0.1,75.5,0,,0.1,
2018,1,7,18:00,UTC,152.5,0.7,0,77.1,0,,0.1,
2018,1,7,19:00,UTC,151.7,0.7,0.1,77.9,0,,0.1,
2018,1,7,20:00,UTC,151.2,0.7,0.1,78.4,0,,0.1,
2018,1,7,21:00,UTC,150.3,0.7,0,79.5,0,,0,
2018,1,7,22:00,UTC,150.4,0.7,0.1,79.4,0,,0,
2018,1,7,23:00,UTC,151.1,0.7,0.1,77.7,7.4,,0,
2018,1,8,00:00,UTC,150.4,0.7,0.1,78.2,0,,0.1,
2018,1,8,01:00,UTC,149,0.7,0.1,79.4,0,,0.1,
2018,1,8,02:00,UTC,148.2,0.8,0.1,79,0,,0,
2018,1,8,03:00,UTC,149,0.8,0.1,79.6,0,,0.1,
2018,1,8,04:00,UTC,148.3,0.7,0.1,79.6,0,,0.1,
2018,1,8,05:00,UTC,148.4,0.7,0.1,79.1,0,,0.1,
2018,1,8,06:00,UTC,148.9,0.8,0.1,78,0,,0.1,
2018,1,8,07:00,UTC,150.3,1.4,0.1,76.5,0,,0.2,
2018,1,8,08:00,UTC,150.2,1.2,0.1,75.6,0,,0.1,
2018,1,8,09:00,UTC,150.8,1.1,0.1,75.5,0,,0.1,
2018,1,8,10:00,UTC,150.9,1,0.1,75.3,0,,0.1,
2018,1,8,11:00,UTC,152.1,0.9,0.1,75.5,0,,0.1,
2018,1,8,12:00,UTC,151,0.8,0.1,75.8,0,,0.1,
2018,1,8,13:00,UTC,151.1,0.9,0.1,75.7,0,,0.1,
2018,1,8,14:00,UTC,152,0.9,0.1,75.5,0,,0.1,
2018,1,8,15:00,UTC,151.1,1,0.1,75.4,0,,0.1,
2018,1,8,16:00,UTC,151.5,0.9,0.1,75.8,0,,0.1,
2018,1,8,17:00,UTC,150.9,0.7,0.1,75.5,0,,0.1,
2018,1,8,18:00,UTC,151.2,0.7,0.1,75.6,0,,0.1,
2018,1,8,19:00,UTC,150.8,0.7,0.1,75.6,0,,0.2,
2018,1,8,20:00,UTC,151,0.7,0.1,75.5,0,,0.1,
2018,1,8,21:00,UTC,150.5,0.7,0.1,75.4,0,,0.1,
2018,1,8,22:00,UTC,151.5,0.8,0.1,75.2,0,,0.1,
2018,1,8,23:00,UTC,151.6,0.7,0.1,75.4,0,,0.1,
2018,1,9,00:00,UTC,151.3,0.7,0.1,75.6,0,,0.1,
2018,1,9,01:00,UTC,151.7,0.8,0.1,75.9,0,,0.1,
2018,1,9,02:00,UTC,151.7,0.8,0,76.5,0.2,,0.2,
2018,1,9,03:00,UTC,150.2,0.8,0.1,76.4,0,,0.1,
2018,1,9,04:00,UTC,149.5,0.7,0,77.1,0,,0.1,
2018,1,9,05:00,UTC,147.8,0.7,0,77.6,0,,0.1,
2018,1,9,06:00,UTC,148.2,0.7,0,77.4,0,,0,
2018,1,9,07:00,UTC,147,0.7,0,78.7,0,,0.1,
2018,1,9,08:00,UTC,148.1,0.7,0,78.1,0,,0.1,
2018,1,9,09:00,UTC,146,0.8,0,79.5,0,,0.1,
2018,1,9,10:00,UTC,144.8,0.8,0,79.9,0,,0.1,
2018,1,9,11:00,UTC,144.7,0.9,0,80.5,0,,0.1,
2018,1,9,12:00,UTC,145.5,0.9,0,80.4,0,,0.1,
2018,1,9,13:00,UTC,144.8,0.9,0,80.6,0,,0,
2018,1,9,14:00,UTC,144.1,1,0,80.4,0,,0,
2018,1,9,15:00,UTC,144.7,1,0,80.3,0,,0,
2018,1,9,16:00,UTC,145.5,1.3,0,79.4,0,,0,
2018,1,9,17:00,UTC,143.6,1.3,0,80.5,0,,0,
2018,1,9,18:00,UTC,144.8,1.4,0,80.2,0,,0,
2018,1,9,19:00,UTC,144.3,1.3,0,79.5,0,,0.1,
2018,1,9,20:00,UTC,144.1,1.3,0,79.8,0,,0.1,
2018,1,9,21:00,UTC,144.2,1.2,0,79.9,0,,0,
2018,1,9,22:00,UTC,144.2,1.1,0,81.4,0,,0,
2018,1,9,23:00,UTC,143.5,,,,,,,
2018,1,10,00:00,UTC,142.1,,,,,,,
2018,1,10,01:00,UTC,140.8,,,,,,,
2018,1,10,02:00,UTC,139.8,,,,,,,
2018,1,10,03:00,UTC,139.2,,,,,,,
2018,1,10,04:00,UTC,138.3,,,,,,,
2018,1,10,05:00,UTC,138.5,,,,,,,
2018,1,10,06:00,UTC,137.9,,,,,,,
2018,1,10,07:00,UTC,138.3,,,,,,,
2018,1,10,08:00,UTC,137.7,,,,,,,
2018,1,10,09:00,UTC,137.7,,,,,,,
2018,1,10,10:00,UTC,138.6,,,,,,,
2018,1,10,11:00,UTC,138.3,,,,,,,
2018,1,10,12:00,UTC,138.2,,,,,,,
2018,1,10,13:00,UTC,140.3,,,,,,,
2018,1,10,14:00,UTC,141.2,,,,,,,
2018,1,10,15:00,UTC,140.6,,,,,,,
2018,1,10,16:00,UTC,141.7,,,,,,,
2018,1,10,17:00,UTC,141.1,,,,,,,
2018,1,10,18:00,UTC,141,,,,,,,
2018,1,10,19:00,UTC,140.7,,,,,,,
2018,1,10,20:00,UTC,141.2,,,,,,,
2018,1,10,21:00,UTC,140.7,,,,,,,
2018,1,10,22:00,UTC,140.7,,,,,,,
2018,1,10,23:00,UTC,140,,,,,,,
2018,1,11,00:00,UTC,140.5,,,,,,,
2018,1,11,01:00,UTC,140.5,,,,,,,
2018,1,11,02:00,UTC,140.7,,,,,,,
2018,1,11,03:00,UTC,141,,,,,,,
2018,1,11,04:00,UTC,140.3,,,,,,,
2018,1,11,05:00,UTC,139.7,,,,,,,
2018,1,11,06:00,UTC,139.8,,,,,,,
2018,1,11,07:00,UTC,139.2,,,,,,,
2018,1,11,08:00,UTC,137.7,,,,,,,
2018,1,11,09:00,UTC,139.8,,,,,,,
2018,1,11,10:00,UTC,140.6,,,,,,,
2018,1,11,11:00,UTC,,,,,,,,
2018,1,11,12:00,UTC,148.1,,,,,,,
2018,1,11,13:00,UTC,154.5,,,,,,,
2018,1,11,14:00,UTC,158,,,,,,,
2018,1,11,15:00,UTC,159.3,,,,,,,
2018,1,11,16:00,UTC,161.5,,,,,,,
2018,1,11,17:00,UTC,161.6,2.6,0,60.4,0,,0.1,
2018,1,11,18:00,UTC,165.1,3.1,0,57.8,0,,0,
2018,1,11,19:00,UTC,168.1,3.4,0,56.8,0,,0.1,
2018,1,11,20:00,UTC,168.5,3.5,0.1,56.4,0,,0.1,
2018,1,11,21:00,UTC,169.5,3.3,0,57.2,0,,0,
2018,1,11,22:00,UTC,170,3.2,0,57.3,0,,0.1,
2018,1,11,23:00,UTC,171.1,3.2,0,57.7,0.3,,0.1,
2018,1,12,00:00,UTC,168,2.9,0,59.7,0,,0.1,
2018,1,12,01:00,UTC,161.4,2.2,0,63.8,0,,0,
2018,1,12,02:00,UTC,159.7,1.8,0.1,64.6,0,,0.1,
2018,1,12,03:00,UTC,155.9,1.5,0.1,66.3,0,,0.1,
2018,1,12,04:00,UTC,152.7,1.5,0,68.2,0,,0.1,
2018,1,12,05:00,UTC,142.9,2.6,0.1,75.8,0,,0.2,
2018,1,12,06:00,UTC,142,2.1,0.1,78.8,0,,0.3,
2018,1,12,07:00,UTC,142,2.6,0.1,77.7,0,,0.4,
2018,1,12,08:00,UTC,139.2,2.2,0,80.3,0,,0.7,
2018,1,12,09:00,UTC,142.6,2.1,0.1,77.1,0,,0.4,
2018,1,12,10:00,UTC,142.2,2.2,0.1,77.3,0,,0.4,
2018,1,12,11:00,UTC,142,3.2,0.1,76.9,0,,0.5,
2018,1,12,12:00,UTC,141.5,1.5,0.1,78.6,0,,0.5,
2018,1,12,13:00,UTC,148.1,1.5,0.1,75.1,0,,0.4,
2018,1,12,14:00,UTC,157,1.6,0.1,68.2,0,,0.3,
2018,1,12,15:00,UTC,164.5,1.3,0.1,65.6,0,,0.2,
2018,1,12,16:00,UTC,169,1.1,0.1,64,0,,0.2,
2018,1,12,17:00,UTC,169.6,1.1,0,64,0,,0.1,
2018,1,12,18:00,UTC,168.6,1,0.1,65.1,0,,0.1,
2018,1,12,19:00,UTC,168.6,0.9,0,65.6,0,,0.1,
2018,1,12,20:00,UTC,166,0.9,0,67.7,0,,0.1,
2018,1,12,21:00,UTC,159.7,0.7,0,71.7,0,,0.1,
2018,1,12,22:00,UTC,158.7,0.7,0,71.9,0,,0.1,
2018,1,12,23:00,UTC,156.7,0.7,0,72.8,0,,0.1,
2018,1,13,00:00,UTC,152.1,0.6,0,76.1,0,,0.1,
2018,1,13,01:00,UTC,149.1,0.6,0,78.4,0,,0.1,
2018,1,13,02:00,UTC,149,0.6,0,77.6,0,,0.1,
2018,1,13,03:00,UTC,145.3,0.5,0,80.8,0,,0.1,
2018,1,13,04:00,UTC,144.1,0.5,0,81.8,0,,0.1,
2018,1,13,05:00,UTC,143.3,0.5,0,82.4,0,,0.1,
2018,1,13,06:00,UTC,144.3,0.8,0,80.2,0,,0.2,
2018,1,13,07:00,UTC,147,1.3,0,79.3,0,,0.2,
2018,1,13,08:00,UTC,146.7,0.9,0,80,0,,0.2,
2018,1,13,09:00,UTC,150.6,0.9,0,78,0,,0.1,
2018,1,13,10:00,UTC,152.6,1.7,0.1,75.6,0,,0.2,
2018,1,13,11:00,UTC,157,1.5,0.1,73.7,0,,0.2,
2018,1,13,12:00,UTC,160.7,1.4,0.1,70.8,0,,0.1,
2018,1,13,13:00,UTC,162.9,1.2,0,68.6,0,,0.1,
2018,1,13,14:00,UTC,166,1.2,0,66.1,0,,0.1,
2018,1,13,15:00,UTC,173,1.2,0,62.4,0,,0.1,
2018,1,13,16:00,UTC,173.4,1.2,0,61.3,0,,0.1,
2018,1,13,17:00,UTC,174.1,1.4,0,58.8,0,,0.1,
2018,1,13,18:00,UTC,182.7,1.9,0,55.8,0,,0.1,
2018,1,13,19:00,UTC,184.7,2.4,0,55.4,0,,0.1,
2018,1,13,20:00,UTC,180.1,2.5,0,57.5,0,,0.1,
2018,1,13,21:00,UTC,173.4,1.9,0,59.9,0,,0.1,
2018,1,13,22:00,UTC,173.8,1.5,0,60.4,0,,0.1,
2018,1,13,23:00,UTC,166.7,1.2,0,65.2,0,,0.1,
2018,1,14,00:00,UTC,155.8,1.1,0,71.4,0,,0,
2018,1,14,01:00,UTC,151.6,1,0,72.7,0,,0.1,
2018,1,14,02:00,UTC,151.1,0.9,0.1,72.8,0,,0.1,
2018,1,14,03:00,UTC,150.9,0.8,0,73.1,0,,0.1,
2018,1,14,04:00,UTC,150.2,0.7,0,73.9,0,,0.1,
2018,1,14,05:00,UTC,149.8,0.7,0,74.4,0,,0.2,
2018,1,14,06:00,UTC,149.7,0.7,0.1,74.7,0,,0.2,
2018,1,14,07:00,UTC,149.8,0.7,0,74.1,0,,0.1,
2018,1,14,08:00,UTC,150.9,0.7,0.1,73.3,0,,0.1,
2018,1,14,09:00,UTC,153.9,0.8,0.1,72.1,0,,0.2,
2018,1,14,10:00,UTC,156.7,0.8,0.1,69.9,0,,0.2,
2018,1,14,11:00,UTC,155.5,0.8,0.1,68.9,0,,0.2,
2018,1,14,12:00,UTC,155.9,0.8,0.1,69.1,0,,0.2,
2018,1,14,13:00,UTC,156.8,0.9,0.1,69.2,0,,0.2,
2018,1,14,14:00,UTC,158.7,1,0.1,68.9,0,,0.1,
2018,1,14,15:00,UTC,154,0.9,0.1,69.1,0,,0.2,
2018,1,14,16:00,UTC,153.1,0.8,0.1,67.6,0,,0.1,
2018,1,14,17:00,UTC,152.5,0.8,0.1,67.7,0,,0.1,
2018,1,14,18:00,UTC,153.2,0.8,0.1,66.8,0,,0.1,
2018,1,14,19:00,UTC,152.7,0.7,0.1,66.8,0,,0.1,
2018,1,14,20:00,UTC,152.4,0.8,0.1,67.3,0,,0.1,
2018,1,14,21:00,UTC,152,0.9,0.1,68.9,0,,0.1,
2018,1,14,22:00,UTC,151.1,1,0.1,72,0,,0.2,
2018,1,14,23:00,UTC,148.9,1,0.1,75.2,0.1,,0.2,
2018,1,15,00:00,UTC,148.8,0.9,0.1,78.7,0,,0.2,
2018,1,15,01:00,UTC,150.1,1,0.1,77.6,0,,0.1,
2018,1,15,02:00,UTC,151,,,52,0,,0.2,
2018,1,15,03:00,UTC,153.9,1.2,0.1,69.3,0,,0.2,
2018,1,15,04:00,UTC,155.6,1.1,0.1,60.9,0,,0.1,
2018,1,15,05:00,UTC,156.7,1.2,0.1,72.4,0,,0.1,
2018,1,15,06:00,UTC,159.5,1.3,0.1,71.6,0,,0.2,
2018,1,15,07:00,UTC,159.3,1.4,0.1,70.9,0,,0.2,
2018,1,15,08:00,UTC,158,1.5,0.1,67.2,0,,0.1,
2018,1,15,09:00,UTC,158.1,1.3,0.1,69.4,0,,0.1,
2018,1,15,10:00,UTC,158.2,1.2,0.1,58.1,0,,0.1,
2018,1,15,11:00,UTC,,1.2,0.1,70.4,0,,0.1,
2018,1,15,12:00,UTC,162.2,1.2,0.1,69.1,0,,0.1,
2018,1,15,13:00,UTC,161.4,1.2,0.1,69.1,0,,0.1,
2018,1,15,14:00,UTC,158.7,1.2,0.1,69.2,0,,0.1,
2018,1,15,15:00,UTC,158.4,1.3,0.1,69.2,0,,0.1,
2018,1,15,16:00,UTC,162.1,1.5,0.1,66.5,0,,0.1,
2018,1,15,17:00,UTC,165.7,1.9,0.1,64.2,0,,0,
2018,1,15,18:00,UTC,164.8,2,0.1,64.3,0,,0.1,
2018,1,15,19:00,UTC,165.8,2,0.1,64.1,0,,0.1,
2018,1,15,20:00,UTC,166.8,2.1,0.1,63.5,0,,0.1,
2018,1,15,21:00,UTC,168.1,2,0.1,62.8,0,,0.1,
2018,1,15,22:00,UTC,169.4,1.9,0.1,62.6,0,,0.1,
2018,1,15,23:00,UTC,169.7,2,0.1,61.8,0,,0.1,
2018,1,16,00:00,UTC,170.9,2.2,0.1,61.3,0,,0.1,
2018,1,16,01:00,UTC,169.7,2.3,0.1,61.3,0,,0.1,
2018,1,16,02:00,UTC,168.8,2.3,0.1,62.5,0,,0.2,
2018,1,16,03:00,UTC,167.9,2.1,0.1,62.9,0,,0.1,
2018,1,16,04:00,UTC,165.9,2,0.1,62.9,0,,0.1,
2018,1,16,05:00,UTC,163.6,1.6,0.1,64.6,0,,0.1,
2018,1,16,06:00,UTC,161.4,1.5,0.1,65.6,0,,0.1,
2018,1,16,07:00,UTC,159.3,1.4,0.1,66.6,0,,0.1,
2018,1,16,08:00,UTC,157.4,1.4,0.1,66.9,0,,0.1,
2018,1,16,09:00,UTC,158.1,1.5,0.1,65.9,0,,0.2,
2018,1,16,10:00,UTC,157,1.3,0.1,66.3,0,,0.2,
2018,1,16,11:00,UTC,157.4,1.2,0.1,66.2,0,,0.2,
2018,1,16,12:00,UTC,160.5,1.4,0.1,63.9,0,,0.1,
2018,1,16,13:00,UTC,162.3,1.6,0.1,61.9,0,,0.2,
2018,1,16,14:00,UTC,163,1.7,0.1,61.5,0,,0.2,
2018,1,16,15:00,UTC,164,1.7,0.1,61.2,0,,0.2,
