Vuosi,Kk,Pv,Klo,Aikavyöhyke,Hiilimonoksidi (ug/m3),Typpidioksidi (ug/m3),Typpimonoksidi (ug/m3),Otsoni (ug/m3),Hengitettävät hiukkaset (ug/m3),Pienhiukkaset (ug/m3),Rikkidioksidi (ug/m3),Haisevat rikkiyhdisteet (ugS/m3)
2018,4,1,22:00,UTC,175.9,2.6,0.1,93.6,5.3,,1.3,
2018,4,1,23:00,UTC,173.5,1.9,0.1,98.2,4.9,,1.3,
2018,4,2,00:00,UTC,169.3,1.5,0.1,99.2,4.6,,1.2,
2018,4,2,01:00,UTC,171.3,1.2,0.1,97,3.8,,1.1,
2018,4,2,02:00,UTC,176.7,1.4,0.1,98.2,3.8,,0.8,
2018,4,2,03:00,UTC,169.4,1.9,0.1,100.3,4.5,,0.8,
2018,4,2,04:00,UTC,170.3,1.3,0.1,102.6,3.8,,0.7,
2018,4,2,05:00,UTC,176.3,1.6,0.1,107.3,4,,1.1,
2018,4,2,06:00,UTC,180.1,1.9,0.2,106.7,4.5,,1.2,
2018,4,2,07:00,UTC,178.8,2.1,0.2,110,5.8,,1.5,
2018,4,2,08:00,UTC,174.8,2,0.2,108.8,5.6,,1.5,
2018,4,2,09:00,UTC,173.6,1.8,0.2,108,5.1,,1.6,
2018,4,2,10:00,UTC,172.8,1.7,0.2,105.6,5.5,,1.3,
2018,4,2,11:00,UTC,170.6,1.6,0.1,105.4,4.9,,1.2,
2018,4,2,12:00,UTC,169.9,1.4,0.1,106.5,3.7,,0.9,
2018,4,2,13:00,UTC,169.9,1.4,0.1,107.5,3.2,,0.8,
2018,4,2,14:00,UTC,169.9,1.4,0.1,107.4,2.9,,0.8,
2018,4,2,15:00,UTC,169.6,1.4,0.1,108.1,2.7,,0.8,
2018,4,2,16:00,UTC,168.7,1.2,0.1,107.1,2.3,,0.7,
2018,4,2,17:00,UTC,167.6,1.2,0.1,105.5,1.6,,0.7,
2018,4,2,18:00,UTC,168.9,1,0.1,100.4,1.1,,0.6,
2018,4,2,19:00,UTC,169.3,1,0.1,98.8,0.9,,0.7,
2018,4,2,20:00,UTC,169.4,1.1,0.1,100.2,0.8,,1,
2018,4,2,21:00,UTC,168,1.1,0.1,99.8,0.8,,1.9,
2018,4,2,22:00,UTC,167.1,1,0.1,97.7,0.7,,6.7,
2018,4,2,23:00,UTC,167.6,1.1,0.1,96.5,0.8,,15.6,
2018,4,3,00:00,UTC,168.2,1.4,0.1,96.3,1.1,,24.2,
2018,4,3,01:00,UTC,168.3,1.6,0.1,96.3,1.9,,26.2,
2018,4,3,02:00,UTC,165.9,1.6,0.1,96.5,2,,23.1,
2018,4,3,03:00,UTC,164.7,1.3,0.1,96.2,1.1,,18.9,
2018,4,3,04:00,UTC,164.6,1.1,0.1,96,0.2,,10.5,
2018,4,3,05:00,UTC,164.4,1,0.1,96.9,0.1,,5.9,
2018,4,3,06:00,UTC,163.4,0.9,0.1,97.1,0.2,,5.2,
2018,4,3,07:00,UTC,162.2,0.9,0.1,97,0.4,,2.4,
2018,4,3,08:00,UTC,161.1,0.9,0.1,96.1,0.7,,1.8,
2018,4,3,09:00,UTC,160.9,0.8,0.1,95.8,0.7,,0.9,
2018,4,3,10:00,UTC,160.4,0.7,0.1,96.1,0.6,,0.7,
2018,4,3,11:00,UTC,160.3,0.7,0.1,96.2,0.4,,0.6,
2018,4,3,12:00,UTC,160.2,0.7,0.1,95.5,0.4,,0.5,
2018,4,3,13:00,UTC,160,0.7,0.1,94.7,0.3,,0.5,
2018,4,3,14:00,UTC,160.2,0.7,0.1,94.2,0.4,,0.5,
2018,4,3,15:00,UTC,160.7,0.7,0.1,94.1,0.5,,0.5,
2018,4,3,16:00,UTC,159.7,0.7,0.1,94.1,0.5,,0.4,
2018,4,3,17:00,UTC,160.3,0.7,0.1,94.3,0.2,,0.3,
2018,4,3,18:00,UTC,159.5,0.6,0.1,93.9,0.4,,0.3,
2018,4,3,19:00,UTC,159.7,0.6,0.1,93.3,0.3,,0.4,
2018,4,3,20:00,UTC,160.1,0.6,0.1,92.8,0.3,,0.3,
2018,4,3,21:00,UTC,161,0.6,0.1,92.8,0.1,,0.3,
2018,4,3,22:00,UTC,160.2,0.6,0.1,92.5,0,,0.3,
2018,4,3,23:00,UTC,161.6,0.6,0.1,92.2,0.2,,0.3,
2018,4,4,00:00,UTC,161.9,0.6,0.1,92.1,0,,0.3,
2018,4,4,01:00,UTC,162.6,0.6,0.1,91.7,0,,0.3,
2018,4,4,02:00,UTC,163.2,0.6,0.1,91.1,0,,0.4,
2018,4,4,03:00,UTC,164.4,0.6,0.1,92,0,,0.4,
2018,4,4,04:00,UTC,164.7,0.6,0.1,91,0,,0.4,
2018,4,4,05:00,UTC,164.5,0.6,0.1,90.9,0,,0.3,
2018,4,4,06:00,UTC,165.5,0.6,0.1,88.9,0.2,,0.3,
2018,4,4,07:00,UTC,166.4,0.6,0.1,90,1.3,,0.3,
2018,4,4,08:00,UTC,166,0.6,0.1,89.8,3.6,,0.3,
2018,4,4,09:00,UTC,167.5,0.6,0.1,89.9,4,,0.3,
2018,4,4,10:00,UTC,168.1,0.6,0.1,92,4.9,,0.3,
2018,4,4,11:00,UTC,167.6,0.6,0.1,91.9,5.6,,0.3,
2018,4,4,12:00,UTC,168.3,0.7,0.1,91.5,6.8,,0.3,
2018,4,4,13:00,UTC,166.7,0.7,0.1,92.4,8.9,,0.3,
2018,4,4,14:00,UTC,166.1,0.6,0.1,93,8.4,,0.4,
2018,4,4,15:00,UTC,165.1,0.7,0.1,93.3,5.7,,0.5,
2018,4,4,16:00,UTC,168.1,0.7,0.1,93.1,4.3,,0.5,
2018,4,4,17:00,UTC,169.3,0.6,0.1,91.3,2.4,,0.4,
2018,4,4,18:00,UTC,168.8,0.6,0.1,90.6,2,,0.4,
2018,4,4,19:00,UTC,168.2,0.7,0.1,90.4,1.6,,0.4,
2018,4,4,20:00,UTC,165,0.7,0.1,90,0.2,,0.4,
2018,4,4,21:00,UTC,163.2,0.7,0.1,90.7,0.2,,0.4,
2018,4,4,22:00,UTC,161.8,0.9,0.1,92.8,0.2,,0.5,
2018,4,4,23:00,UTC,161.2,1,0.1,95.9,0.5,,0.5,
2018,4,5,00:00,UTC,161.4,0.9,0.1,96.4,0,,0.4,
2018,4,5,01:00,UTC,162.1,0.9,0.1,95.7,0,,0.4,
2018,4,5,02:00,UTC,161.5,1,0.1,95.6,0,,0.4,
2018,4,5,03:00,UTC,161.4,0.9,0.1,95.5,0,,0.5,
2018,4,5,04:00,UTC,161.4,0.9,0.1,95.6,0,,0.5,
2018,4,5,05:00,UTC,161.4,0.9,0.1,95,0,,0.3,
2018,4,5,06:00,UTC,162.3,0.9,0.1,95.7,0,,0.3,
2018,4,5,07:00,UTC,162.1,1,0.1,97.8,0,,0.2,
2018,4,5,08:00,UTC,163.7,1,0.1,97.4,0,,0.3,
2018,4,5,09:00,UTC,166.8,1.1,0.1,98.1,0,,0.1,
2018,4,5,10:00,UTC,173.8,1.3,0.1,100.2,0.7,,0.2,
2018,4,5,11:00,UTC,172.7,1.4,0.1,103.3,0.7,,0.3,
2018,4,5,12:00,UTC,171.3,1.4,0.1,101.9,0.5,,0.3,
2018,4,5,13:00,UTC,172,1.4,0.1,101,0.1,,0.3,
2018,4,5,14:00,UTC,171.4,1.4,0.1,101,0,,0.3,
2018,4,5,15:00,UTC,171.1,1.3,0.1,101.2,0,,0.3,
2018,4,5,16:00,UTC,171.8,1.3,0.1,101.2,0,,0.3,
2018,4,5,17:00,UTC,171.5,1.4,0.1,100.9,0,,0.3,
2018,4,5,18:00,UTC,172,1.4,0.1,100.6,0.1,,0.3,
2018,4,5,19:00,UTC,173,1.4,0.1,100.6,0.5,,0.3,
2018,4,5,20:00,UTC,173.7,1.5,0.1,100.2,0.6,,0.3,
2018,4,5,21:00,UTC,171.1,1.5,0.1,100.1,0.7,,0.3,
2018,4,5,22:00,UTC,171.8,1.4,0.1,100.8,0.2,,0.3,
2018,4,5,23:00,UTC,171.3,1.4,0.1,98.8,0.1,,0.3,
2018,4,6,00:00,UTC,172,1.3,0.1,99.3,0,,0.3,
2018,4,6,01:00,UTC,171.6,1.3,0.1,99.4,0,,0.3,
2018,4,6,02:00,UTC,170.4,1.3,0.1,99.5,0,,0.3,
2018,4,6,03:00,UTC,170.8,1.2,0.1,100.1,0,,0.3,
2018,4,6,04:00,UTC,171,1.2,0.1,99.2,0,,0.3,
2018,4,6,05:00,UTC,170.7,1.2,0.1,98.8,0,,0.3,
2018,4,6,06:00,UTC,169.4,1.1,0.1,98.8,0,,0.2,
2018,4,6,07:00,UTC,168.3,1.1,0.1,100.3,0,,0.2,
2018,4,6,08:00,UTC,166.8,1.1,0.1,100.6,0,,0.3,
2018,4,6,09:00,UTC,165.3,1.1,0.1,101.8,0,,0.3,
2018,4,6,10:00,UTC,164.1,1.1,0.1,103.6,0,,0.3,
2018,4,6,11:00,UTC,163.7,1.1,0.1,104,0,,0.4,
2018,4,6,12:00,UTC,163.1,1.1,0.1,104.2,0,,0.3,
2018,4,6,13:00,UTC,163.6,1.1,0.1,104.7,0,,0.3,
2018,4,6,14:00,UTC,164.1,1.1,0.1,104.9,0,,0.2,
2018,4,6,15:00,UTC,164.7,1.2,0.1,105.8,0,,0.3,
2018,4,6,16:00,UTC,164.5,1.2,0.1,105.1,0,,0.3,
2018,4,6,17:00,UTC,164.5,1.2,0.1,104.7,0,,0.2,
2018,4,6,18:00,UTC,164.6,1.1,0.1,104.3,0,,0.2,
2018,4,6,19:00,UTC,163.8,1.1,0.1,104,0,,0.3,
2018,4,6,20:00,UTC,163.3,1.1,0.1,103.4,0,,0.3,
2018,4,6,21:00,UTC,162.2,1,0.1,102.1,0,,0.2,
2018,4,6,22:00,UTC,163.6,0.9,0.1,99.5,0,,0.2,
2018,4,6,23:00,UTC,163.9,0.8,0.1,98.4,0,,0.2,
2018,4,7,00:00,UTC,164.6,0.8,0.1,97,0,,0.3,
2018,4,7,01:00,UTC,165.2,0.8,0.1,95.3,0,,0.3,
2018,4,7,02:00,UTC,164.6,0.7,0.1,94.4,0,,0.3,
2018,4,7,03:00,UTC,165.2,0.7,0.1,94.3,0,,0.3,
2018,4,7,04:00,UTC,166.1,0.7,0.1,93.2,0,,0.3,
2018,4,7,05:00,UTC,166.4,0.7,0.1,92.7,0,,0.3,
2018,4,7,06:00,UTC,166.7,0.7,0.1,92,0,,0.2,
2018,4,7,07:00,UTC,166.4,0.7,0.1,91.8,0,,0.3,
2018,4,7,08:00,UTC,166.9,0.7,0.1,91.8,0,,0.3,
2018,4,7,09:00,UTC,167.6,0.7,0.1,91.7,0,,0.3,
2018,4,7,10:00,UTC,168.2,0.7,0.1,91.3,0,,0.2,
2018,4,7,11:00,UTC,168.2,0.7,0.1,91.1,0,,0.2,
2018,4,7,12:00,UTC,168,0.7,0.1,91.2,0,,0.4,
2018,4,7,13:00,UTC,167.2,0.7,0.1,92,0,,0.4,
2018,4,7,14:00,UTC,165.2,0.7,0.1,92.1,0,,0.4,
2018,4,7,15:00,UTC,164,0.6,0.1,93.7,0,,0.4,
2018,4,7,16:00,UTC,164.3,0.6,0.1,94.5,0,,0.3,
2018,4,7,17:00,UTC,163.9,0.6,0.1,94.4,0,,0.3,
2018,4,7,18:00,UTC,164.3,0.7,0.1,94.6,0,,0.4,
2018,4,7,19:00,UTC,163.7,0.7,0.1,94.6,0,,0.4,
2018,4,7,20:00,UTC,164.7,0.6,0.1,94.6,0,,0.4,
2018,4,7,21:00,UTC,165.1,0.6,0.1,94.1,0,,0.4,
2018,4,7,22:00,UTC,165.9,0.7,0.1,93.6,0,,0.4,
2018,4,7,23:00,UTC,166.8,0.7,0.1,92,0,,0.4,
2018,4,8,00:00,UTC,165.1,0.8,0.1,91,0,,0.3,
2018,4,8,01:00,UTC,164.7,0.7,0.1,93.2,0.3,,0.3,
2018,4,8,02:00,UTC,164,0.7,0.1,93.7,1.6,,0.4,
2018,4,8,03:00,UTC,164.3,0.7,0.1,93.6,52.5,,0.4,
2018,4,8,04:00,UTC,165.1,0.7,0.1,93.8,25.4,,0.4,
2018,4,8,05:00,UTC,166,0.7,0.1,93.4,4.2,,0.4,
2018,4,8,06:00,UTC,166.6,0.7,0.1,93.1,0.3,,0.4,
2018,4,8,07:00,UTC,167.8,0.7,0.1,92.8,0,,0.3,
2018,4,8,08:00,UTC,168.5,0.7,0.1,92.4,0,,0.4,
2018,4,8,09:00,UTC,167.9,0.7,0.1,92.3,0,,0.3,
2018,4,8,10:00,UTC,168,0.7,0.1,92.1,0.1,,0.4,
2018,4,8,11:00,UTC,167.9,0.7,0.1,92.1,0.1,,0.3,
2018,4,8,12:00,UTC,168.8,0.7,0.1,92,0.2,,0.3,
2018,4,8,13:00,UTC,168.5,0.8,0.1,92,11.1,,0.3,
2018,4,8,14:00,UTC,168.7,0.8,0.1,92.2,7.8,,0.4,
2018,4,8,15:00,UTC,168.2,0.8,0.1,93.1,7.3,,0.4,
2018,4,8,16:00,UTC,168.5,0.7,0.1,93.1,5.7,,0.4,
2018,4,8,17:00,UTC,168.2,0.7,0.1,93.3,3.9,,0.4,
2018,4,8,18:00,UTC,168.2,0.7,0.1,93.1,1.9,,0.3,
2018,4,8,19:00,UTC,167.9,0.7,0.1,93.1,1.4,,0.4,
2018,4,8,20:00,UTC,168.7,0.7,0.1,92.8,0,,0.3,
2018,4,8,21:00,UTC,169.6,0.8,0.1,92.8,0,,0.2,
2018,4,8,22:00,UTC,169.6,0.8,0.1,93.2,0,,0.2,
2018,4,8,23:00,UTC,170.6,0.9,0.1,92.8,0,,0.2,
2018,4,9,00:00,UTC,169.7,0.9,0.1,92.7,0,,0.2,
2018,4,9,01:00,UTC,168.1,0.8,0.1,93.4,4,,0.3,
2018,4,9,02:00,UTC,167.9,0.8,0.1,93.3,20.8,,0.2,
2018,4,9,03:00,UTC,168.2,0.8,0.1,93.2,7.7,,0.2,
2018,4,9,04:00,UTC,168.1,0.8,0.1,92.4,5.7,,0.2,
2018,4,9,05:00,UTC,168.7,0.9,0.1,91.8,0.2,,0.1,
2018,4,9,06:00,UTC,168.7,0.9,0.1,91.6,2.7,,0.1,
2018,4,9,07:00,UTC,169.3,1,0.2,91.5,0.1,,0.2,
2018,4,9,08:00,UTC,169.7,0.8,0.1,92.1,0.2,,0.2,
2018,4,9,09:00,UTC,169.3,0.9,0.1,92.3,0.1,,0.1,
2018,4,9,10:00,UTC,168.8,0.8,0.1,92.3,0,,0.2,
2018,4,9,11:00,UTC,168.3,0.8,0.1,93.1,0,,0.2,
2018,4,9,12:00,UTC,168.1,0.9,0.1,93.4,0.8,,0.2,
2018,4,9,13:00,UTC,167.6,0.9,0.1,92.1,0.2,,0.3,
2018,4,9,14:00,UTC,167.6,0.8,0.1,89.5,1.6,,0.4,
2018,4,9,15:00,UTC,167.8,0.8,0.1,88.6,10.7,,1.3,
2018,4,9,16:00,UTC,167.5,0.8,0.1,88.8,3.9,,1.4,
2018,4,9,17:00,UTC,168.1,0.8,0.1,90,12.3,,4.4,
2018,4,9,18:00,UTC,168.3,0.9,0.1,91.5,12.7,,7.9,
2018,4,9,19:00,UTC,168.5,0.8,0.1,91.3,8,,9.8,
2018,4,9,20:00,UTC,168.6,0.8,0.1,91.1,8.2,,5,
2018,4,9,21:00,UTC,168.6,0.8,0.1,91.7,7.5,,3.8,
2018,4,9,22:00,UTC,167.5,0.8,0.1,91.6,9.7,,3.3,
2018,4,9,23:00,UTC,167.8,0.7,0.1,91.4,8,,2.3,
2018,4,10,00:00,UTC,168.1,0.7,0.1,91.6,6.2,,1.8,
2018,4,10,01:00,UTC,167.5,0.7,0.1,92,5.8,,1.4,
2018,4,10,02:00,UTC,167.1,0.7,0.1,93,5,,0.8,
2018,4,10,03:00,UTC,167.1,0.7,0.1,93.5,3.9,,0.5,
2018,4,10,04:00,UTC,167.1,0.6,0.1,93.2,4.1,,0.4,
2018,4,10,05:00,UTC,166.9,0.7,0.1,92.8,4.7,,0.5,
2018,4,10,06:00,UTC,167.8,0.6,0.1,92.9,3.7,,0.3,
2018,4,10,07:00,UTC,167.9,0.7,0.1,92.2,4.5,,0.6,
2018,4,10,08:00,UTC,167.6,0.7,0.1,91.6,6.9,,1.4,
2018,4,10,09:00,UTC,167.8,0.9,0.1,91.5,3.7,,1.1,
2018,4,10,10:00,UTC,166.5,0.9,0.1,92.8,0.2,,0.5,
2018,4,10,11:00,UTC,166,0.8,0.1,93.7,0,,0.5,
2018,4,10,12:00,UTC,164.7,0.7,0.1,94.7,0,,0.3,
2018,4,10,13:00,UTC,165.2,0.7,0.1,95.4,0,,0.3,
2018,4,10,14:00,UTC,164.5,0.7,0.1,96.5,0,,0.3,
2018,4,10,15:00,UTC,164.4,0.7,0.1,95.9,0,,0.4,
2018,4,10,16:00,UTC,164.7,0.6,0.1,95.5,0,,0.3,
2018,4,10,17:00,UTC,164.3,0.6,0.1,95,0,,0.1,
2018,4,10,18:00,UTC,164.5,0.6,0.1,94.5,0,,0.1,
2018,4,10,19:00,UTC,164.3,0.7,0.1,94.4,0,,0.3,
2018,4,10,20:00,UTC,163.6,0.7,0.1,95.1,0,,0.3,
2018,4,10,21:00,UTC,163.4,0.7,0.1,95.8,0,,-0.1,
2018,4,10,22:00,UTC,163.8,0.6,0.1,96.3,0,,0,
2018,4,10,23:00,UTC,163,0.7,0.1,96.1,0,,0,
2018,4,11,00:00,UTC,161.8,0.6,0.1,96.6,0,,0.1,
2018,4,11,01:00,UTC,161.8,0.6,0.1,98,0,,0.4,
2018,4,11,02:00,UTC,161.2,0.6,0.1,98.1,0,,0.4,
2018,4,11,03:00,UTC,161.4,0.5,0.1,99.3,0,,0.3,
2018,4,11,04:00,UTC,160.8,0.5,0.1,99.5,0,,0.2,
2018,4,11,05:00,UTC,160.3,0.6,0.1,99.6,0,,0.2,
2018,4,11,06:00,UTC,160.7,0.6,0.1,99.2,0,,0.3,
2018,4,11,07:00,UTC,162.2,0.6,0.1,98.3,0,,0.4,
2018,4,11,08:00,UTC,161,0.8,0.2,97.9,0,,0.3,
2018,4,11,09:00,UTC,160.9,0.7,0.1,98.8,0,,0.4,
2018,4,11,10:00,UTC,160.9,0.6,0.1,100.6,0,,0.4,
2018,4,11,11:00,UTC,160.7,0.6,0.1,101.5,0,,0.4,
2018,4,11,12:00,UTC,160.7,0.5,0.1,102.4,0,,0.4,
2018,4,11,13:00,UTC,160.7,0.5,0.1,103.6,0,,0.3,
2018,4,11,14:00,UTC,160.7,0.6,0.1,104.5,0,,0.3,
2018,4,11,15:00,UTC,161.6,0.6,0.1,105.5,0,,0.4,
2018,4,11,16:00,UTC,161.6,0.6,0.1,106.5,0,,0.3,
2018,4,11,17:00,UTC,161.6,0.6,0.1,106.3,0,,0.4,
2018,4,11,18:00,UTC,161.6,0.6,0.1,106,0,,0.4,
2018,4,11,19:00,UTC,161.2,0.6,0.1,105.4,0,,0.4,
2018,4,11,20:00,UTC,162.2,0.6,0.1,104.4,0,,0.4,
2018,4,11,21:00,UTC,161,0.7,0.1,103.9,0,,0.4,
2018,4,11,22:00,UTC,160.2,0.6,0.1,103.6,0,,0.3,
2018,4,11,23:00,UTC,161.2,0.6,0.1,102.7,0,,0.2,
2018,4,12,00:00,UTC,161.2,0.6,0.1,102.6,0,,0.2,
2018,4,12,01:00,UTC,161.2,0.6,0.1,101.7,0,,0.2,
2018,4,12,02:00,UTC,160.5,0.6,0.1,101.4,0,,0.3,
2018,4,12,03:00,UTC,161.2,0.6,0.1,101,0,,0.3,
2018,4,12,04:00,UTC,160.9,0.6,0.1,100.6,0,,0.2,
2018,4,12,05:00,UTC,160.7,0.6,0.1,100.4,0,,0.3,
2018,4,12,06:00,UTC,159.4,0.6,0.1,100.4,0,,0.3,
2018,4,12,07:00,UTC,158.6,0.5,0.1,100.8,0,,0.3,
2018,4,12,08:00,UTC,158.6,0.5,0.1,101.5,0,,0.3,
2018,4,12,09:00,UTC,157.4,0.5,0.1,101.4,0,,0.2,
2018,4,12,10:00,UTC,156.8,0.5,0.1,102.4,0,,0.2,
2018,4,12,11:00,UTC,156,0.6,0.1,103.1,0,,0.2,
2018,4,12,12:00,UTC,155.2,0.5,0.1,104,0.3,,0.2,
2018,4,12,13:00,UTC,154.6,0.5,0.1,103.6,1.2,,0.2,
2018,4,12,14:00,UTC,154.6,0.5,0.1,103.8,3.5,,0.4,
2018,4,12,15:00,UTC,153.5,0.5,0.1,104.2,5.5,,0.3,
2018,4,12,16:00,UTC,154.1,0.5,0.1,104.6,5.6,,0.3,
2018,4,12,17:00,UTC,152.8,0.5,0.1,104.8,5.9,,0.3,
2018,4,12,18:00,UTC,152.5,0.6,0.1,104.2,4.7,,0.3,
2018,4,12,19:00,UTC,151.7,0.6,0.1,104.2,3.6,,0.3,
2018,4,12,20:00,UTC,152,0.5,0.1,104.7,3,,0.2,
2018,4,12,21:00,UTC,150.9,0.5,0.1,104.8,3.1,,0.3,
2018,4,12,22:00,UTC,150.5,0.5,0.1,106.3,3.3,,0.2,
2018,4,12,23:00,UTC,150.1,0.5,0.1,106.2,2.5,,0.1,
2018,4,13,00:00,UTC,151.7,0.4,0.1,105.6,2.2,,0.1,
2018,4,13,01:00,UTC,152.6,0.4,0.1,104.8,0.8,,0.3,
2018,4,13,02:00,UTC,154.5,0.5,0.1,105.1,0.3,,0,
2018,4,13,03:00,UTC,154.7,0.6,0.1,107,0,,0.1,
2018,4,13,04:00,UTC,154.9,0.8,0.1,108.7,0,,0.2,
2018,4,13,05:00,UTC,156.7,0.7,0.1,107.1,0,,0.1,
2018,4,13,06:00,UTC,157,0.6,0.1,105,0,,0,
2018,4,13,07:00,UTC,158.2,0.6,0.1,103.3,0,,0,
2018,4,13,08:00,UTC,,0.7,0.1,103.2,0,,-0.1,
2018,4,13,09:00,UTC,,0.7,0.1,104.8,0,,0.2,
2018,4,13,10:00,UTC,,0.7,0.1,104.8,0.7,,0.2,
2018,4,13,11:00,UTC,,0.8,0.1,104.9,1.8,,0.2,
2018,4,13,12:00,UTC,,0.8,0.1,106.5,1.7,,0.5,
2018,4,13,13:00,UTC,,0.8,0.1,107.8,1.6,,0.4,
2018,4,13,14:00,UTC,,0.9,0.1,109,2.1,,0.5,
2018,4,13,15:00,UTC,,1,0.1,109.8,2.1,,0.4,
2018,4,13,16:00,UTC,,1,0.1,110.2,1.8,,0.4,
2018,4,13,17:00,UTC,,1,0.1,110.6,1.9,,0.3,
2018,4,13,18:00,UTC,165.1,1.1,0.1,111,2.6,,0.4,
2018,4,13,19:00,UTC,165.3,1.3,0.1,111.8,2.6,,0.4,
2018,4,13,20:00,UTC,166.2,1.4,0.1,112,0.5,,0.9,
2018,4,13,21:00,UTC,169.2,1.5,0.1,111.8,1.2,,1.1,
2018,4,13,22:00,UTC,171.3,1.7,0.1,110.7,2.1,,1.1,
2018,4,13,23:00,UTC,171.5,1.8,0.1,110,3.4,,1.2,
2018,4,14,00:00,UTC,171.4,1.9,0.1,109.3,3.9,,1.5,
2018,4,14,01:00,UTC,171.3,1.8,0.1,109,3.8,,1.5,
2018,4,14,02:00,UTC,170.1,1.8,0.1,109,4.4,,1.4,
2018,4,14,03:00,UTC,170.3,1.7,0.1,108.8,4.3,,1.1,
2018,4,14,04:00,UTC,170.8,1.8,0.1,108.5,3.7,,1.2,
2018,4,14,05:00,UTC,170.1,1.7,0.1,108.2,3.9,,1.2,
2018,4,14,06:00,UTC,169.6,1.7,0.2,108.4,2.9,,1.5,
2018,4,14,07:00,UTC,167.5,1.6,0.2,108.6,6.5,,1.2,
2018,4,14,08:00,UTC,169.3,1.5,0.2,108.7,8.9,,1,
2018,4,14,09:00,UTC,168.6,1.5,0.1,109.3,13.3,,1,
2018,4,14,10:00,UTC,170.4,1.5,0.1,110.2,14.5,,1,
2018,4,14,11:00,UTC,160.5,1.4,0.1,110.9,7.7,,1,
2018,4,14,12:00,UTC,157.5,1.2,0.1,113.5,6.6,,0.7,
2018,4,14,13:00,UTC,156.6,1,0.1,114.9,6.4,,0.5,
2018,4,14,14:00,UTC,158,1,0.1,116.3,6.9,,0.5,
2018,4,14,15:00,UTC,156,1,0.1,115.5,7.1,,0.4,
2018,4,14,16:00,UTC,146,0.9,0.1,116,6.7,,0.4,
2018,4,14,17:00,UTC,147.1,0.8,0.1,121.5,5.5,,0.2,
2018,4,14,18:00,UTC,147.8,0.8,0.1,119.5,6.8,,0.2,
2018,4,14,19:00,UTC,148.3,0.8,0.1,117.9,6.9,,0.3,
2018,4,14,20:00,UTC,149,0.8,0.1,116.8,6.5,,0.2,
2018,4,14,21:00,UTC,151,0.8,0.1,116,6.1,,0.2,
2018,4,14,22:00,UTC,151.8,0.8,0.1,114.6,5.8,,0.2,
2018,4,14,23:00,UTC,152.1,0.8,0.1,113.2,6.4,,0.2,
2018,4,15,00:00,UTC,152,0.7,0.1,112,6.7,,0.3,
2018,4,15,01:00,UTC,152.6,0.7,0.1,111.1,6.4,,0.1,
2018,4,15,02:00,UTC,153.1,0.7,0.1,110,5.3,,0.1,
2018,4,15,03:00,UTC,153.3,0.7,0.1,109.1,4.8,,0.1,
2018,4,15,04:00,UTC,153.5,0.6,0.1,106.9,3.1,,0.2,
2018,4,15,05:00,UTC,154.5,0.6,0.1,106.2,2.8,,0.1,
2018,4,15,06:00,UTC,153.9,0.6,0.1,104.4,2.1,,0.1,
2018,4,15,07:00,UTC,153.4,0.6,0.1,104.5,2.6,,0,
2018,4,15,08:00,UTC,152,0.6,0.1,106.7,3.5,,0.1,
2018,4,15,09:00,UTC,152.3,0.6,0.1,107.3,4,,0,
2018,4,15,10:00,UTC,151.8,0.7,0.1,107.4,3.4,,0.1,
2018,4,15,11:00,UTC,151.3,0.7,0.1,107.4,3.8,,-0.1,
2018,4,15,12:00,UTC,150.9,0.7,0.1,109.2,4.3,,0.2,
2018,4,15,13:00,UTC,150.9,0.8,0.1,111.4,4.4,,0.3,
2018,4,15,14:00,UTC,151.5,0.8,0.1,112,4.4,,0.1,
2018,4,15,15:00,UTC,151.5,0.8,0.1,113.3,4.1,,-0.1,
2018,4,15,16:00,UTC,152,0.8,0.1,114.6,3.8,,0.2,
2018,4,15,17:00,UTC,152,0.8,0.1,113.6,3.2,,0.2,
2018,4,15,18:00,UTC,151.8,0.8,0.1,113.8,3.3,,0.2,
2018,4,15,19:00,UTC,151.3,0.8,0.1,113.7,3.4,,0.1,
2018,4,15,20:00,UTC,151,0.8,0.1,113.8,3.3,,0,
2018,4,15,21:00,UTC,152.7,0.8,0.1,114.7,2.9,,0.3,
2018,4,15,22:00,UTC,155.1,0.9,0.1,115.9,3.1,,0.3,
2018,4,15,23:00,UTC,158.2,1,0.1,116.8,3.7,,0.4,
2018,4,16,00:00,UTC,160.8,1.1,0.1,119.3,4.4,,0.5,
2018,4,16,01:00,UTC,162.3,1.3,0.1,121.8,4.7,,0.6,
2018,4,16,02:00,UTC,162.1,1.3,0.1,123,4.6,,0.8,
2018,4,16,03:00,UTC,161.7,1.4,0.1,123.9,4.8,,0.9,
2018,4,16,04:00,UTC,162.6,1.3,0.1,122.6,4.5,,0.9,
2018,4,16,05:00,UTC,163.2,1.3,0.1,122.2,4.9,,0.9,
2018,4,16,06:00,UTC,162.4,1.4,0.1,122.5,4.6,,0.9,
2018,4,16,07:00,UTC,163,1.3,0.1,120.1,5.4,,0.9,
2018,4,16,08:00,UTC,163.9,1.4,0.1,119.3,5.5,,0.8,
2018,4,16,09:00,UTC,161.9,1.5,0.1,119.7,6,,0.9,
2018,4,16,10:00,UTC,160.8,1.3,0.1,120.9,5.1,,0.8,
2018,4,16,11:00,UTC,160.4,1.2,0.1,122.2,4.6,,0.5,
